------------------------------------------------------------
 Model:        na/Downloads/OTPSnc/Model_tpxo9_v1
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
   -23.8667   35.3767     08.28.2011 02:00:00     1.023   184.574
   -23.8667   35.3767     08.28.2011 03:00:00     0.656   184.574
   -23.8667   35.3767     08.28.2011 04:00:00     0.106   184.574
   -23.8667   35.3767     08.28.2011 05:00:00    -0.487   184.574
   -23.8667   35.3767     08.28.2011 06:00:00    -0.970   184.574
   -23.8667   35.3767     08.28.2011 07:00:00    -1.214   184.574
   -23.8667   35.3767     08.28.2011 08:00:00    -1.152   184.574
   -23.8667   35.3767     08.28.2011 09:00:00    -0.793   184.574
   -23.8667   35.3767     08.28.2011 10:00:00    -0.224   184.574
   -23.8667   35.3767     08.28.2011 11:00:00     0.414   184.574
   -23.8667   35.3767     08.28.2011 12:00:00     0.960   184.574
   -23.8667   35.3767     08.28.2011 13:00:00     1.271   184.574
   -23.8667   35.3767     08.28.2011 14:00:00     1.267   184.574
   -23.8667   35.3767     08.28.2011 15:00:00     0.945   184.574
   -23.8667   35.3767     08.28.2011 16:00:00     0.384   184.574
   -23.8667   35.3767     08.28.2011 17:00:00    -0.274   184.574
   -23.8667   35.3767     08.28.2011 18:00:00    -0.862   184.574
   -23.8667   35.3767     08.28.2011 19:00:00    -1.229   184.574
   -23.8667   35.3767     08.28.2011 20:00:00    -1.278   184.574
   -23.8667   35.3767     08.28.2011 21:00:00    -0.996   184.574
   -23.8667   35.3767     08.28.2011 22:00:00    -0.454   184.574
   -23.8667   35.3767     08.28.2011 23:00:00     0.209   184.574
   -23.8667   35.3767     08.29.2011 00:00:00     0.822   184.574
   -23.8667   35.3767     08.29.2011 01:00:00     1.223   184.574
   -23.8667   35.3767     08.29.2011 02:00:00     1.306   184.574
   -23.8667   35.3767     08.29.2011 03:00:00     1.044   184.574
   -23.8667   35.3767     08.29.2011 04:00:00     0.501   184.574
   -23.8667   35.3767     08.29.2011 05:00:00    -0.186   184.574
   -23.8667   35.3767     08.29.2011 06:00:00    -0.841   184.574
   -23.8667   35.3767     08.29.2011 07:00:00    -1.295   184.574
   -23.8667   35.3767     08.29.2011 08:00:00    -1.426   184.574
   -23.8667   35.3767     08.29.2011 09:00:00    -1.196   184.574
   -23.8667   35.3767     08.29.2011 10:00:00    -0.659   184.574
   -23.8667   35.3767     08.29.2011 11:00:00     0.053   184.574
   -23.8667   35.3767     08.29.2011 12:00:00     0.760   184.574
   -23.8667   35.3767     08.29.2011 13:00:00     1.283   184.574
   -23.8667   35.3767     08.29.2011 14:00:00     1.487   184.574
   -23.8667   35.3767     08.29.2011 15:00:00     1.321   184.574
   -23.8667   35.3767     08.29.2011 16:00:00     0.824   184.574
   -23.8667   35.3767     08.29.2011 17:00:00     0.123   184.574
   -23.8667   35.3767     08.29.2011 18:00:00    -0.604   184.574
   -23.8667   35.3767     08.29.2011 19:00:00    -1.171   184.574
   -23.8667   35.3767     08.29.2011 20:00:00    -1.432   184.574
   -23.8667   35.3767     08.29.2011 21:00:00    -1.321   184.574
   -23.8667   35.3767     08.29.2011 22:00:00    -0.865   184.574
   -23.8667   35.3767     08.29.2011 23:00:00    -0.184   184.574
   -23.8667   35.3767     08.30.2011 00:00:00     0.547   184.574
   -23.8667   35.3767     08.30.2011 01:00:00     1.137   184.574
   -23.8667   35.3767     08.30.2011 02:00:00     1.432   184.574
   -23.8667   35.3767     08.30.2011 03:00:00     1.352   184.574
   -23.8667   35.3767     08.30.2011 04:00:00     0.914   184.574
   -23.8667   35.3767     08.30.2011 05:00:00     0.228   184.574
   -23.8667   35.3767     08.30.2011 06:00:00    -0.530   184.574
   -23.8667   35.3767     08.30.2011 07:00:00    -1.167   184.574
   -23.8667   35.3767     08.30.2011 08:00:00    -1.517   184.574
   -23.8667   35.3767     08.30.2011 09:00:00    -1.487   184.574
   -23.8667   35.3767     08.30.2011 10:00:00    -1.082   184.574
   -23.8667   35.3767     08.30.2011 11:00:00    -0.401   184.574
   -23.8667   35.3767     08.30.2011 12:00:00     0.384   184.574
   -23.8667   35.3767     08.30.2011 13:00:00     1.076   184.574
   -23.8667   35.3767     08.30.2011 14:00:00     1.499   184.574
   -23.8667   35.3767     08.30.2011 15:00:00     1.547   184.574
   -23.8667   35.3767     08.30.2011 16:00:00     1.208   184.574
   -23.8667   35.3767     08.30.2011 17:00:00     0.571   184.574
   -23.8667   35.3767     08.30.2011 18:00:00    -0.203   184.574
   -23.8667   35.3767     08.30.2011 19:00:00    -0.914   184.574
   -23.8667   35.3767     08.30.2011 20:00:00    -1.381   184.574
   -23.8667   35.3767     08.30.2011 21:00:00    -1.485   184.574
   -23.8667   35.3767     08.30.2011 22:00:00    -1.202   184.574
   -23.8667   35.3767     08.30.2011 23:00:00    -0.606   184.574
   -23.8667   35.3767     08.31.2011 00:00:00     0.148   184.574
   -23.8667   35.3767     08.31.2011 01:00:00     0.864   184.574
   -23.8667   35.3767     08.31.2011 02:00:00     1.355   184.574
   -23.8667   35.3767     08.31.2011 03:00:00     1.493   184.574
   -23.8667   35.3767     08.31.2011 04:00:00     1.241   184.574
   -23.8667   35.3767     08.31.2011 05:00:00     0.661   184.574
   -23.8667   35.3767     08.31.2011 06:00:00    -0.099   184.574
   -23.8667   35.3767     08.31.2011 07:00:00    -0.845   184.574
   -23.8667   35.3767     08.31.2011 08:00:00    -1.385   184.574
   -23.8667   35.3767     08.31.2011 09:00:00    -1.581   184.574
   -23.8667   35.3767     08.31.2011 10:00:00    -1.382   184.574
   -23.8667   35.3767     08.31.2011 11:00:00    -0.836   184.574
   -23.8667   35.3767     08.31.2011 12:00:00    -0.082   184.574
   -23.8667   35.3767     08.31.2011 13:00:00     0.690   184.574
   -23.8667   35.3767     08.31.2011 14:00:00     1.285   184.574
   -23.8667   35.3767     08.31.2011 15:00:00     1.555   184.574
   -23.8667   35.3767     08.31.2011 16:00:00     1.434   184.574
   -23.8667   35.3767     08.31.2011 17:00:00     0.955   184.574
   -23.8667   35.3767     08.31.2011 18:00:00     0.245   184.574
   -23.8667   35.3767     08.31.2011 19:00:00    -0.514   184.574
   -23.8667   35.3767     08.31.2011 20:00:00    -1.128   184.574
   -23.8667   35.3767     08.31.2011 21:00:00    -1.441   184.574
   -23.8667   35.3767     08.31.2011 22:00:00    -1.375   184.574
   -23.8667   35.3767     08.31.2011 23:00:00    -0.950   184.574
   -23.8667   35.3767     09.01.2011 00:00:00    -0.279   184.574
   -23.8667   35.3767     09.01.2011 01:00:00     0.463   184.574
   -23.8667   35.3767     09.01.2011 02:00:00     1.084   184.574
   -23.8667   35.3767     09.01.2011 03:00:00     1.423   184.574
   -23.8667   35.3767     09.01.2011 04:00:00     1.393   184.574
   -23.8667   35.3767     09.01.2011 05:00:00     1.001   184.574
   -23.8667   35.3767     09.01.2011 06:00:00     0.348   184.574
   -23.8667   35.3767     09.01.2011 07:00:00    -0.400   184.574
   -23.8667   35.3767     09.01.2011 08:00:00    -1.052   184.574
   -23.8667   35.3767     09.01.2011 09:00:00    -1.443   184.574
   -23.8667   35.3767     09.01.2011 10:00:00    -1.473   184.574
   -23.8667   35.3767     09.01.2011 11:00:00    -1.137   184.574
   -23.8667   35.3767     09.01.2011 12:00:00    -0.521   184.574
   -23.8667   35.3767     09.01.2011 13:00:00     0.218   184.574
   -23.8667   35.3767     09.01.2011 14:00:00     0.893   184.574
   -23.8667   35.3767     09.01.2011 15:00:00     1.336   184.574
   -23.8667   35.3767     09.01.2011 16:00:00     1.436   184.574
   -23.8667   35.3767     09.01.2011 17:00:00     1.176   184.574
   -23.8667   35.3767     09.01.2011 18:00:00     0.625   184.574
   -23.8667   35.3767     09.01.2011 19:00:00    -0.072   184.574
   -23.8667   35.3767     09.01.2011 20:00:00    -0.735   184.574
   -23.8667   35.3767     09.01.2011 21:00:00    -1.195   184.574
   -23.8667   35.3767     09.01.2011 22:00:00    -1.337   184.574
   -23.8667   35.3767     09.01.2011 23:00:00    -1.129   184.574
   -23.8667   35.3767     09.02.2011 00:00:00    -0.628   184.574
   -23.8667   35.3767     09.02.2011 01:00:00     0.033   184.574
   -23.8667   35.3767     09.02.2011 02:00:00     0.683   184.574
   -23.8667   35.3767     09.02.2011 03:00:00     1.155   184.574
   -23.8667   35.3767     09.02.2011 04:00:00     1.328   184.574
   -23.8667   35.3767     09.02.2011 05:00:00     1.160   184.574
   -23.8667   35.3767     09.02.2011 06:00:00     0.695   184.574
   -23.8667   35.3767     09.02.2011 07:00:00     0.053   184.574
   -23.8667   35.3767     09.02.2011 08:00:00    -0.602   184.574
   -23.8667   35.3767     09.02.2011 09:00:00    -1.104   184.574
   -23.8667   35.3767     09.02.2011 10:00:00    -1.329   184.574
   -23.8667   35.3767     09.02.2011 11:00:00    -1.223   184.574
   -23.8667   35.3767     09.02.2011 12:00:00    -0.816   184.574
   -23.8667   35.3767     09.02.2011 13:00:00    -0.215   184.574
   -23.8667   35.3767     09.02.2011 14:00:00     0.427   184.574
   -23.8667   35.3767     09.02.2011 15:00:00     0.947   184.574
   -23.8667   35.3767     09.02.2011 16:00:00     1.218   184.574
   -23.8667   35.3767     09.02.2011 17:00:00     1.177   184.574
   -23.8667   35.3767     09.02.2011 18:00:00     0.841   184.574
   -23.8667   35.3767     09.02.2011 19:00:00     0.301   184.574
   -23.8667   35.3767     09.02.2011 20:00:00    -0.302   184.574
   -23.8667   35.3767     09.02.2011 21:00:00    -0.812   184.574
   -23.8667   35.3767     09.02.2011 22:00:00    -1.101   184.574
   -23.8667   35.3767     09.02.2011 23:00:00    -1.100   184.574
   -23.8667   35.3767     09.03.2011 00:00:00    -0.813   184.574
   -23.8667   35.3767     09.03.2011 01:00:00    -0.318   184.574
   -23.8667   35.3767     09.03.2011 02:00:00     0.254   184.574
   -23.8667   35.3767     09.03.2011 03:00:00     0.757   184.574
   -23.8667   35.3767     09.03.2011 04:00:00     1.064   184.574
   -23.8667   35.3767     09.03.2011 05:00:00     1.098   184.574
   -23.8667   35.3767     09.03.2011 06:00:00     0.855   184.574
   -23.8667   35.3767     09.03.2011 07:00:00     0.400   184.574
   -23.8667   35.3767     09.03.2011 08:00:00    -0.150   184.574
   -23.8667   35.3767     09.03.2011 09:00:00    -0.656   184.574
   -23.8667   35.3767     09.03.2011 10:00:00    -0.992   184.574
   -23.8667   35.3767     09.03.2011 11:00:00    -1.077   184.574
   -23.8667   35.3767     09.03.2011 12:00:00    -0.897   184.574
   -23.8667   35.3767     09.03.2011 13:00:00    -0.502   184.574
   -23.8667   35.3767     09.03.2011 14:00:00     0.005   184.574
   -23.8667   35.3767     09.03.2011 15:00:00     0.493   184.574
   -23.8667   35.3767     09.03.2011 16:00:00     0.842   184.574
   -23.8667   35.3767     09.03.2011 17:00:00     0.968   184.574
   -23.8667   35.3767     09.03.2011 18:00:00     0.847   184.574
   -23.8667   35.3767     09.03.2011 19:00:00     0.515   184.574
   -23.8667   35.3767     09.03.2011 20:00:00     0.063   184.574
   -23.8667   35.3767     09.03.2011 21:00:00    -0.392   184.574
   -23.8667   35.3767     09.03.2011 22:00:00    -0.734   184.574
   -23.8667   35.3767     09.03.2011 23:00:00    -0.879   184.574
   -23.8667   35.3767     09.04.2011 00:00:00    -0.795   184.574
   -23.8667   35.3767     09.04.2011 01:00:00    -0.509   184.574
   -23.8667   35.3767     09.04.2011 02:00:00    -0.098   184.574
   -23.8667   35.3767     09.04.2011 03:00:00     0.332   184.574
   -23.8667   35.3767     09.04.2011 04:00:00     0.673   184.574
   -23.8667   35.3767     09.04.2011 05:00:00     0.841   184.574
   -23.8667   35.3767     09.04.2011 06:00:00     0.798   184.574
   -23.8667   35.3767     09.04.2011 07:00:00     0.561   184.574
   -23.8667   35.3767     09.04.2011 08:00:00     0.192   184.574
   -23.8667   35.3767     09.04.2011 09:00:00    -0.213   184.574
   -23.8667   35.3767     09.04.2011 10:00:00    -0.554   184.574
   -23.8667   35.3767     09.04.2011 11:00:00    -0.750   184.574
   -23.8667   35.3767     09.04.2011 12:00:00    -0.758   184.574
   -23.8667   35.3767     09.04.2011 13:00:00    -0.582   184.574
   -23.8667   35.3767     09.04.2011 14:00:00    -0.272   184.574
   -23.8667   35.3767     09.04.2011 15:00:00     0.088   184.574
   -23.8667   35.3767     09.04.2011 16:00:00     0.410   184.574
   -23.8667   35.3767     09.04.2011 17:00:00     0.615   184.574
   -23.8667   35.3767     09.04.2011 18:00:00     0.657   184.574
   -23.8667   35.3767     09.04.2011 19:00:00     0.532   184.574
   -23.8667   35.3767     09.04.2011 20:00:00     0.279   184.574
   -23.8667   35.3767     09.04.2011 21:00:00    -0.035   184.574
   -23.8667   35.3767     09.04.2011 22:00:00    -0.329   184.574
   -23.8667   35.3767     09.04.2011 23:00:00    -0.531   184.574
   -23.8667   35.3767     09.05.2011 00:00:00    -0.594   184.574
   -23.8667   35.3767     09.05.2011 01:00:00    -0.507   184.574
   -23.8667   35.3767     09.05.2011 02:00:00    -0.297   184.574
   -23.8667   35.3767     09.05.2011 03:00:00    -0.019   184.574
   -23.8667   35.3767     09.05.2011 04:00:00     0.256   184.574
   -23.8667   35.3767     09.05.2011 05:00:00     0.462   184.574
   -23.8667   35.3767     09.05.2011 06:00:00     0.554   184.574
   -23.8667   35.3767     09.05.2011 07:00:00     0.512   184.574
   -23.8667   35.3767     09.05.2011 08:00:00     0.353   184.574
   -23.8667   35.3767     09.05.2011 09:00:00     0.121   184.574
   -23.8667   35.3767     09.05.2011 10:00:00    -0.128   184.574
   -23.8667   35.3767     09.05.2011 11:00:00    -0.334   184.574
   -23.8667   35.3767     09.05.2011 12:00:00    -0.450   184.574
   -23.8667   35.3767     09.05.2011 13:00:00    -0.456   184.574
   -23.8667   35.3767     09.05.2011 14:00:00    -0.356   184.574
   -23.8667   35.3767     09.05.2011 15:00:00    -0.181   184.574
   -23.8667   35.3767     09.05.2011 16:00:00     0.025   184.574
   -23.8667   35.3767     09.05.2011 17:00:00     0.210   184.574
   -23.8667   35.3767     09.05.2011 18:00:00     0.333   184.574
   -23.8667   35.3767     09.05.2011 19:00:00     0.369   184.574
   -23.8667   35.3767     09.05.2011 20:00:00     0.314   184.574
   -23.8667   35.3767     09.05.2011 21:00:00     0.186   184.574
   -23.8667   35.3767     09.05.2011 22:00:00     0.020   184.574
   -23.8667   35.3767     09.05.2011 23:00:00    -0.145   184.574
   -23.8667   35.3767     09.06.2011 00:00:00    -0.271   184.574
   -23.8667   35.3767     09.06.2011 01:00:00    -0.331   184.574
   -23.8667   35.3767     09.06.2011 02:00:00    -0.313   184.574
   -23.8667   35.3767     09.06.2011 03:00:00    -0.227   184.574
   -23.8667   35.3767     09.06.2011 04:00:00    -0.092   184.574
   -23.8667   35.3767     09.06.2011 05:00:00     0.059   184.574
   -23.8667   35.3767     09.06.2011 06:00:00     0.195   184.574
   -23.8667   35.3767     09.06.2011 07:00:00     0.287   184.574
   -23.8667   35.3767     09.06.2011 08:00:00     0.318   184.574
   -23.8667   35.3767     09.06.2011 09:00:00     0.285   184.574
   -23.8667   35.3767     09.06.2011 10:00:00     0.196   184.574
   -23.8667   35.3767     09.06.2011 11:00:00     0.071   184.574
   -23.8667   35.3767     09.06.2011 12:00:00    -0.062   184.574
   -23.8667   35.3767     09.06.2011 13:00:00    -0.178   184.574
   -23.8667   35.3767     09.06.2011 14:00:00    -0.254   184.574
   -23.8667   35.3767     09.06.2011 15:00:00    -0.275   184.574
   -23.8667   35.3767     09.06.2011 16:00:00    -0.240   184.574
   -23.8667   35.3767     09.06.2011 17:00:00    -0.155   184.574
   -23.8667   35.3767     09.06.2011 18:00:00    -0.040   184.574
   -23.8667   35.3767     09.06.2011 19:00:00     0.082   184.574
   -23.8667   35.3767     09.06.2011 20:00:00     0.184   184.574
   -23.8667   35.3767     09.06.2011 21:00:00     0.245   184.574
   -23.8667   35.3767     09.06.2011 22:00:00     0.249   184.574
   -23.8667   35.3767     09.06.2011 23:00:00     0.195   184.574
   -23.8667   35.3767     09.07.2011 00:00:00     0.093   184.574
   -23.8667   35.3767     09.07.2011 01:00:00    -0.037   184.574
   -23.8667   35.3767     09.07.2011 02:00:00    -0.167   184.574
   -23.8667   35.3767     09.07.2011 03:00:00    -0.266   184.574
   -23.8667   35.3767     09.07.2011 04:00:00    -0.309   184.574
   -23.8667   35.3767     09.07.2011 05:00:00    -0.283   184.574
   -23.8667   35.3767     09.07.2011 06:00:00    -0.189   184.574
   -23.8667   35.3767     09.07.2011 07:00:00    -0.045   184.574
   -23.8667   35.3767     09.07.2011 08:00:00     0.121   184.574
   -23.8667   35.3767     09.07.2011 09:00:00     0.270   184.574
   -23.8667   35.3767     09.07.2011 10:00:00     0.366   184.574
   -23.8667   35.3767     09.07.2011 11:00:00     0.386   184.574
   -23.8667   35.3767     09.07.2011 12:00:00     0.318   184.574
   -23.8667   35.3767     09.07.2011 13:00:00     0.176   184.574
   -23.8667   35.3767     09.07.2011 14:00:00    -0.012   184.574
   -23.8667   35.3767     09.07.2011 15:00:00    -0.203   184.574
   -23.8667   35.3767     09.07.2011 16:00:00    -0.350   184.574
   -23.8667   35.3767     09.07.2011 17:00:00    -0.417   184.574
   -23.8667   35.3767     09.07.2011 18:00:00    -0.385   184.574
   -23.8667   35.3767     09.07.2011 19:00:00    -0.257   184.574
   -23.8667   35.3767     09.07.2011 20:00:00    -0.063   184.574
   -23.8667   35.3767     09.07.2011 21:00:00     0.152   184.574
   -23.8667   35.3767     09.07.2011 22:00:00     0.334   184.574
   -23.8667   35.3767     09.07.2011 23:00:00     0.434   184.574
   -23.8667   35.3767     09.08.2011 00:00:00     0.424   184.574
   -23.8667   35.3767     09.08.2011 01:00:00     0.302   184.574
   -23.8667   35.3767     09.08.2011 02:00:00     0.093   184.574
   -23.8667   35.3767     09.08.2011 03:00:00    -0.152   184.574
   -23.8667   35.3767     09.08.2011 04:00:00    -0.373   184.574
   -23.8667   35.3767     09.08.2011 05:00:00    -0.510   184.574
   -23.8667   35.3767     09.08.2011 06:00:00    -0.524   184.574
   -23.8667   35.3767     09.08.2011 07:00:00    -0.406   184.574
   -23.8667   35.3767     09.08.2011 08:00:00    -0.178   184.574
   -23.8667   35.3767     09.08.2011 09:00:00     0.106   184.574
   -23.8667   35.3767     09.08.2011 10:00:00     0.378   184.574
   -23.8667   35.3767     09.08.2011 11:00:00     0.567   184.574
   -23.8667   35.3767     09.08.2011 12:00:00     0.625   184.574
   -23.8667   35.3767     09.08.2011 13:00:00     0.531   184.574
   -23.8667   35.3767     09.08.2011 14:00:00     0.304   184.574
   -23.8667   35.3767     09.08.2011 15:00:00    -0.002   184.574
   -23.8667   35.3767     09.08.2011 16:00:00    -0.312   184.574
   -23.8667   35.3767     09.08.2011 17:00:00    -0.548   184.574
   -23.8667   35.3767     09.08.2011 18:00:00    -0.648   184.574
   -23.8667   35.3767     09.08.2011 19:00:00    -0.584   184.574
   -23.8667   35.3767     09.08.2011 20:00:00    -0.368   184.574
   -23.8667   35.3767     09.08.2011 21:00:00    -0.054   184.574
   -23.8667   35.3767     09.08.2011 22:00:00     0.280   184.574
   -23.8667   35.3767     09.08.2011 23:00:00     0.545   184.574
   -23.8667   35.3767     09.09.2011 00:00:00     0.672   184.574
   -23.8667   35.3767     09.09.2011 01:00:00     0.623   184.574
   -23.8667   35.3767     09.09.2011 02:00:00     0.405   184.574
   -23.8667   35.3767     09.09.2011 03:00:00     0.071   184.574
   -23.8667   35.3767     09.09.2011 04:00:00    -0.296   184.574
   -23.8667   35.3767     09.09.2011 05:00:00    -0.600   184.574
   -23.8667   35.3767     09.09.2011 06:00:00    -0.761   184.574
   -23.8667   35.3767     09.09.2011 07:00:00    -0.731   184.574
   -23.8667   35.3767     09.09.2011 08:00:00    -0.512   184.574
   -23.8667   35.3767     09.09.2011 09:00:00    -0.155   184.574
   -23.8667   35.3767     09.09.2011 10:00:00     0.253   184.574
   -23.8667   35.3767     09.09.2011 11:00:00     0.609   184.574
   -23.8667   35.3767     09.09.2011 12:00:00     0.820   184.574
   -23.8667   35.3767     09.09.2011 13:00:00     0.831   184.574
   -23.8667   35.3767     09.09.2011 14:00:00     0.633   184.574
   -23.8667   35.3767     09.09.2011 15:00:00     0.275   184.574
   -23.8667   35.3767     09.09.2011 16:00:00    -0.155   184.574
   -23.8667   35.3767     09.09.2011 17:00:00    -0.548   184.574
   -23.8667   35.3767     09.09.2011 18:00:00    -0.802   184.574
   -23.8667   35.3767     09.09.2011 19:00:00    -0.850   184.574
   -23.8667   35.3767     09.09.2011 20:00:00    -0.677   184.574
   -23.8667   35.3767     09.09.2011 21:00:00    -0.325   184.574
   -23.8667   35.3767     09.09.2011 22:00:00     0.115   184.574
   -23.8667   35.3767     09.09.2011 23:00:00     0.530   184.574
   -23.8667   35.3767     09.10.2011 00:00:00     0.810   184.574
   -23.8667   35.3767     09.10.2011 01:00:00     0.879   184.574
   -23.8667   35.3767     09.10.2011 02:00:00     0.714   184.574
   -23.8667   35.3767     09.10.2011 03:00:00     0.355   184.574
   -23.8667   35.3767     09.10.2011 04:00:00    -0.110   184.574
   -23.8667   35.3767     09.10.2011 05:00:00    -0.560   184.574
   -23.8667   35.3767     09.10.2011 06:00:00    -0.878   184.574
   -23.8667   35.3767     09.10.2011 07:00:00    -0.978   184.574
   -23.8667   35.3767     09.10.2011 08:00:00    -0.828   184.574
   -23.8667   35.3767     09.10.2011 09:00:00    -0.462   184.574
   -23.8667   35.3767     09.10.2011 10:00:00     0.030   184.574
   -23.8667   35.3767     09.10.2011 11:00:00     0.524   184.574
   -23.8667   35.3767     09.10.2011 12:00:00     0.893   184.574
   -23.8667   35.3767     09.10.2011 13:00:00     1.042   184.574
   -23.8667   35.3767     09.10.2011 14:00:00     0.929   184.574
   -23.8667   35.3767     09.10.2011 15:00:00     0.580   184.574
   -23.8667   35.3767     09.10.2011 16:00:00     0.084   184.574
   -23.8667   35.3767     09.10.2011 17:00:00    -0.434   184.574
   -23.8667   35.3767     09.10.2011 18:00:00    -0.839   184.574
   -23.8667   35.3767     09.10.2011 19:00:00    -1.026   184.574
   -23.8667   35.3767     09.10.2011 20:00:00    -0.946   184.574
   -23.8667   35.3767     09.10.2011 21:00:00    -0.617   184.574
   -23.8667   35.3767     09.10.2011 22:00:00    -0.124   184.574
   -23.8667   35.3767     09.10.2011 23:00:00     0.406   184.574
   -23.8667   35.3767     09.11.2011 00:00:00     0.833   184.574
   -23.8667   35.3767     09.11.2011 01:00:00     1.043   184.574
   -23.8667   35.3767     09.11.2011 02:00:00     0.979   184.574
   -23.8667   35.3767     09.11.2011 03:00:00     0.653   184.574
   -23.8667   35.3767     09.11.2011 04:00:00     0.146   184.574
   -23.8667   35.3767     09.11.2011 05:00:00    -0.412   184.574
   -23.8667   35.3767     09.11.2011 06:00:00    -0.875   184.574
   -23.8667   35.3767     09.11.2011 07:00:00    -1.122   184.574
   -23.8667   35.3767     09.11.2011 08:00:00    -1.084   184.574
   -23.8667   35.3767     09.11.2011 09:00:00    -0.768   184.574
   -23.8667   35.3767     09.11.2011 10:00:00    -0.250   184.574
   -23.8667   35.3767     09.11.2011 11:00:00     0.339   184.574
   -23.8667   35.3767     09.11.2011 12:00:00     0.848   184.574
   -23.8667   35.3767     09.11.2011 13:00:00     1.145   184.574
   -23.8667   35.3767     09.11.2011 14:00:00     1.154   184.574
   -23.8667   35.3767     09.11.2011 15:00:00     0.870   184.574
   -23.8667   35.3767     09.11.2011 16:00:00     0.365   184.574
   -23.8667   35.3767     09.11.2011 17:00:00    -0.231   184.574
   -23.8667   35.3767     09.11.2011 18:00:00    -0.765   184.574
   -23.8667   35.3767     09.11.2011 19:00:00    -1.099   184.574
   -23.8667   35.3767     09.11.2011 20:00:00    -1.144   184.574
   -23.8667   35.3767     09.11.2011 21:00:00    -0.889   184.574
   -23.8667   35.3767     09.11.2011 22:00:00    -0.399   184.574
   -23.8667   35.3767     09.11.2011 23:00:00     0.198   184.574
   -23.8667   35.3767     09.12.2011 00:00:00     0.746   184.574
   -23.8667   35.3767     09.12.2011 01:00:00     1.101   184.574
   -23.8667   35.3767     09.12.2011 02:00:00     1.167   184.574
   -23.8667   35.3767     09.12.2011 03:00:00     0.924   184.574
   -23.8667   35.3767     09.12.2011 04:00:00     0.433   184.574
   -23.8667   35.3767     09.12.2011 05:00:00    -0.182   184.574
   -23.8667   35.3767     09.12.2011 06:00:00    -0.761   184.574
   -23.8667   35.3767     09.12.2011 07:00:00    -1.153   184.574
   -23.8667   35.3767     09.12.2011 08:00:00    -1.254   184.574
   -23.8667   35.3767     09.12.2011 09:00:00    -1.034   184.574
   -23.8667   35.3767     09.12.2011 10:00:00    -0.547   184.574
   -23.8667   35.3767     09.12.2011 11:00:00     0.084   184.574
   -23.8667   35.3767     09.12.2011 12:00:00     0.697   184.574
   -23.8667   35.3767     09.12.2011 13:00:00     1.135   184.574
   -23.8667   35.3767     09.12.2011 14:00:00     1.286   184.574
   -23.8667   35.3767     09.12.2011 15:00:00     1.109   184.574
   -23.8667   35.3767     09.12.2011 16:00:00     0.650   184.574
   -23.8667   35.3767     09.12.2011 17:00:00     0.028   184.574
   -23.8667   35.3767     09.12.2011 18:00:00    -0.597   184.574
   -23.8667   35.3767     09.12.2011 19:00:00    -1.063   184.574
   -23.8667   35.3767     09.12.2011 20:00:00    -1.249   184.574
   -23.8667   35.3767     09.12.2011 21:00:00    -1.106   184.574
   -23.8667   35.3767     09.12.2011 22:00:00    -0.672   184.574
   -23.8667   35.3767     09.12.2011 23:00:00    -0.061   184.574
   -23.8667   35.3767     09.13.2011 00:00:00     0.569   184.574
   -23.8667   35.3767     09.13.2011 01:00:00     1.051   184.574
   -23.8667   35.3767     09.13.2011 02:00:00     1.259   184.574
   -23.8667   35.3767     09.13.2011 03:00:00     1.136   184.574
   -23.8667   35.3767     09.13.2011 04:00:00     0.711   184.574
   -23.8667   35.3767     09.13.2011 05:00:00     0.094   184.574
   -23.8667   35.3767     09.13.2011 06:00:00    -0.557   184.574
   -23.8667   35.3767     09.13.2011 07:00:00    -1.072   184.574
   -23.8667   35.3767     09.13.2011 08:00:00    -1.317   184.574
   -23.8667   35.3767     09.13.2011 09:00:00    -1.226   184.574
   -23.8667   35.3767     09.13.2011 10:00:00    -0.821   184.574
   -23.8667   35.3767     09.13.2011 11:00:00    -0.205   184.574
   -23.8667   35.3767     09.13.2011 12:00:00     0.465   184.574
   -23.8667   35.3767     09.13.2011 13:00:00     1.016   184.574
   -23.8667   35.3767     09.13.2011 14:00:00     1.308   184.574
   -23.8667   35.3767     09.13.2011 15:00:00     1.265   184.574
   -23.8667   35.3767     09.13.2011 16:00:00     0.899   184.574
   -23.8667   35.3767     09.13.2011 17:00:00     0.306   184.574
   -23.8667   35.3767     09.13.2011 18:00:00    -0.360   184.574
   -23.8667   35.3767     09.13.2011 19:00:00    -0.927   184.574
   -23.8667   35.3767     09.13.2011 20:00:00    -1.248   184.574
   -23.8667   35.3767     09.13.2011 21:00:00    -1.239   184.574
   -23.8667   35.3767     09.13.2011 22:00:00    -0.905   184.574
   -23.8667   35.3767     09.13.2011 23:00:00    -0.333   184.574
   -23.8667   35.3767     09.14.2011 00:00:00     0.328   184.574
   -23.8667   35.3767     09.14.2011 01:00:00     0.904   184.574
   -23.8667   35.3767     09.14.2011 02:00:00     1.244   184.574
   -23.8667   35.3767     09.14.2011 03:00:00     1.258   184.574
   -23.8667   35.3767     09.14.2011 04:00:00     0.942   184.574
   -23.8667   35.3767     09.14.2011 05:00:00     0.377   184.574
   -23.8667   35.3767     09.14.2011 06:00:00    -0.292   184.574
   -23.8667   35.3767     09.14.2011 07:00:00    -0.892   184.574
