------------------------------------------------------------
 Model:        na/Downloads/OTPSnc/Model_tpxo9_v1
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
   -23.8667   35.3767     05.15.2011 15:00:00     0.124   184.574
   -23.8667   35.3767     05.15.2011 16:00:00    -0.421   184.574
   -23.8667   35.3767     05.15.2011 17:00:00    -0.874   184.574
   -23.8667   35.3767     05.15.2011 18:00:00    -1.119   184.574
   -23.8667   35.3767     05.15.2011 19:00:00    -1.090   184.574
   -23.8667   35.3767     05.15.2011 20:00:00    -0.788   184.574
   -23.8667   35.3767     05.15.2011 21:00:00    -0.285   184.574
   -23.8667   35.3767     05.15.2011 22:00:00     0.294   184.574
   -23.8667   35.3767     05.15.2011 23:00:00     0.807   184.574
   -23.8667   35.3767     05.16.2011 00:00:00     1.123   184.574
   -23.8667   35.3767     05.16.2011 01:00:00     1.162   184.574
   -23.8667   35.3767     05.16.2011 02:00:00     0.913   184.574
   -23.8667   35.3767     05.16.2011 03:00:00     0.437   184.574
   -23.8667   35.3767     05.16.2011 04:00:00    -0.146   184.574
   -23.8667   35.3767     05.16.2011 05:00:00    -0.690   184.574
   -23.8667   35.3767     05.16.2011 06:00:00    -1.056   184.574
   -23.8667   35.3767     05.16.2011 07:00:00    -1.149   184.574
   -23.8667   35.3767     05.16.2011 08:00:00    -0.946   184.574
   -23.8667   35.3767     05.16.2011 09:00:00    -0.496   184.574
   -23.8667   35.3767     05.16.2011 10:00:00     0.086   184.574
   -23.8667   35.3767     05.16.2011 11:00:00     0.652   184.574
   -23.8667   35.3767     05.16.2011 12:00:00     1.055   184.574
   -23.8667   35.3767     05.16.2011 13:00:00     1.191   184.574
   -23.8667   35.3767     05.16.2011 14:00:00     1.021   184.574
   -23.8667   35.3767     05.16.2011 15:00:00     0.584   184.574
   -23.8667   35.3767     05.16.2011 16:00:00    -0.010   184.574
   -23.8667   35.3767     05.16.2011 17:00:00    -0.613   184.574
   -23.8667   35.3767     05.16.2011 18:00:00    -1.072   184.574
   -23.8667   35.3767     05.16.2011 19:00:00    -1.267   184.574
   -23.8667   35.3767     05.16.2011 20:00:00    -1.148   184.574
   -23.8667   35.3767     05.16.2011 21:00:00    -0.741   184.574
   -23.8667   35.3767     05.16.2011 22:00:00    -0.147   184.574
   -23.8667   35.3767     05.16.2011 23:00:00     0.485   184.574
   -23.8667   35.3767     05.17.2011 00:00:00     0.996   184.574
   -23.8667   35.3767     05.17.2011 01:00:00     1.258   184.574
   -23.8667   35.3767     05.17.2011 02:00:00     1.203   184.574
   -23.8667   35.3767     05.17.2011 03:00:00     0.845   184.574
   -23.8667   35.3767     05.17.2011 04:00:00     0.275   184.574
   -23.8667   35.3767     05.17.2011 05:00:00    -0.363   184.574
   -23.8667   35.3767     05.17.2011 06:00:00    -0.905   184.574
   -23.8667   35.3767     05.17.2011 07:00:00    -1.214   184.574
   -23.8667   35.3767     05.17.2011 08:00:00    -1.210   184.574
   -23.8667   35.3767     05.17.2011 09:00:00    -0.892   184.574
   -23.8667   35.3767     05.17.2011 10:00:00    -0.342   184.574
   -23.8667   35.3767     05.17.2011 11:00:00     0.301   184.574
   -23.8667   35.3767     05.17.2011 12:00:00     0.872   184.574
   -23.8667   35.3767     05.17.2011 13:00:00     1.225   184.574
   -23.8667   35.3767     05.17.2011 14:00:00     1.268   184.574
   -23.8667   35.3767     05.17.2011 15:00:00     0.988   184.574
   -23.8667   35.3767     05.17.2011 16:00:00     0.454   184.574
   -23.8667   35.3767     05.17.2011 17:00:00    -0.200   184.574
   -23.8667   35.3767     05.17.2011 18:00:00    -0.808   184.574
   -23.8667   35.3767     05.17.2011 19:00:00    -1.217   184.574
   -23.8667   35.3767     05.17.2011 20:00:00    -1.322   184.574
   -23.8667   35.3767     05.17.2011 21:00:00    -1.096   184.574
   -23.8667   35.3767     05.17.2011 22:00:00    -0.597   184.574
   -23.8667   35.3767     05.17.2011 23:00:00     0.051   184.574
   -23.8667   35.3767     05.18.2011 00:00:00     0.682   184.574
   -23.8667   35.3767     05.18.2011 01:00:00     1.138   184.574
   -23.8667   35.3767     05.18.2011 02:00:00     1.302   184.574
   -23.8667   35.3767     05.18.2011 03:00:00     1.134   184.574
   -23.8667   35.3767     05.18.2011 04:00:00     0.678   184.574
   -23.8667   35.3767     05.18.2011 05:00:00     0.050   184.574
   -23.8667   35.3767     05.18.2011 06:00:00    -0.589   184.574
   -23.8667   35.3767     05.18.2011 07:00:00    -1.076   184.574
   -23.8667   35.3767     05.18.2011 08:00:00    -1.285   184.574
   -23.8667   35.3767     05.18.2011 09:00:00    -1.164   184.574
   -23.8667   35.3767     05.18.2011 10:00:00    -0.743   184.574
   -23.8667   35.3767     05.18.2011 11:00:00    -0.129   184.574
   -23.8667   35.3767     05.18.2011 12:00:00     0.522   184.574
   -23.8667   35.3767     05.18.2011 13:00:00     1.045   184.574
   -23.8667   35.3767     05.18.2011 14:00:00     1.305   184.574
   -23.8667   35.3767     05.18.2011 15:00:00     1.236   184.574
   -23.8667   35.3767     05.18.2011 16:00:00     0.856   184.574
   -23.8667   35.3767     05.18.2011 17:00:00     0.261   184.574
   -23.8667   35.3767     05.18.2011 18:00:00    -0.399   184.574
   -23.8667   35.3767     05.18.2011 19:00:00    -0.957   184.574
   -23.8667   35.3767     05.18.2011 20:00:00    -1.273   184.574
   -23.8667   35.3767     05.18.2011 21:00:00    -1.267   184.574
   -23.8667   35.3767     05.18.2011 22:00:00    -0.943   184.574
   -23.8667   35.3767     05.18.2011 23:00:00    -0.384   184.574
   -23.8667   35.3767     05.19.2011 00:00:00     0.265   184.574
   -23.8667   35.3767     05.19.2011 01:00:00     0.841   184.574
   -23.8667   35.3767     05.19.2011 02:00:00     1.196   184.574
   -23.8667   35.3767     05.19.2011 03:00:00     1.242   184.574
   -23.8667   35.3767     05.19.2011 04:00:00     0.968   184.574
   -23.8667   35.3767     05.19.2011 05:00:00     0.446   184.574
   -23.8667   35.3767     05.19.2011 06:00:00    -0.189   184.574
   -23.8667   35.3767     05.19.2011 07:00:00    -0.775   184.574
   -23.8667   35.3767     05.19.2011 08:00:00    -1.162   184.574
   -23.8667   35.3767     05.19.2011 09:00:00    -1.252   184.574
   -23.8667   35.3767     05.19.2011 10:00:00    -1.021   184.574
   -23.8667   35.3767     05.19.2011 11:00:00    -0.530   184.574
   -23.8667   35.3767     05.19.2011 12:00:00     0.098   184.574
   -23.8667   35.3767     05.19.2011 13:00:00     0.702   184.574
   -23.8667   35.3767     05.19.2011 14:00:00     1.131   184.574
   -23.8667   35.3767     05.19.2011 15:00:00     1.275   184.574
   -23.8667   35.3767     05.19.2011 16:00:00     1.101   184.574
   -23.8667   35.3767     05.19.2011 17:00:00     0.654   184.574
   -23.8667   35.3767     05.19.2011 18:00:00     0.047   184.574
   -23.8667   35.3767     05.19.2011 19:00:00    -0.564   184.574
   -23.8667   35.3767     05.19.2011 20:00:00    -1.026   184.574
   -23.8667   35.3767     05.19.2011 21:00:00    -1.224   184.574
   -23.8667   35.3767     05.19.2011 22:00:00    -1.110   184.574
   -23.8667   35.3767     05.19.2011 23:00:00    -0.718   184.574
   -23.8667   35.3767     05.20.2011 00:00:00    -0.150   184.574
   -23.8667   35.3767     05.20.2011 01:00:00     0.449   184.574
   -23.8667   35.3767     05.20.2011 02:00:00     0.924   184.574
   -23.8667   35.3767     05.20.2011 03:00:00     1.156   184.574
   -23.8667   35.3767     05.20.2011 04:00:00     1.087   184.574
   -23.8667   35.3767     05.20.2011 05:00:00     0.737   184.574
   -23.8667   35.3767     05.20.2011 06:00:00     0.197   184.574
   -23.8667   35.3767     05.20.2011 07:00:00    -0.393   184.574
   -23.8667   35.3767     05.20.2011 08:00:00    -0.883   184.574
   -23.8667   35.3767     05.20.2011 09:00:00    -1.148   184.574
   -23.8667   35.3767     05.20.2011 10:00:00    -1.122   184.574
   -23.8667   35.3767     05.20.2011 11:00:00    -0.812   184.574
   -23.8667   35.3767     05.20.2011 12:00:00    -0.298   184.574
   -23.8667   35.3767     05.20.2011 13:00:00     0.290   184.574
   -23.8667   35.3767     05.20.2011 14:00:00     0.803   184.574
   -23.8667   35.3767     05.20.2011 15:00:00     1.114   184.574
   -23.8667   35.3767     05.20.2011 16:00:00     1.146   184.574
   -23.8667   35.3767     05.20.2011 17:00:00     0.894   184.574
   -23.8667   35.3767     05.20.2011 18:00:00     0.426   184.574
   -23.8667   35.3767     05.20.2011 19:00:00    -0.139   184.574
   -23.8667   35.3767     05.20.2011 20:00:00    -0.657   184.574
   -23.8667   35.3767     05.20.2011 21:00:00    -0.998   184.574
   -23.8667   35.3767     05.20.2011 22:00:00    -1.080   184.574
   -23.8667   35.3767     05.20.2011 23:00:00    -0.886   184.574
   -23.8667   35.3767     05.21.2011 00:00:00    -0.470   184.574
   -23.8667   35.3767     05.21.2011 01:00:00     0.059   184.574
   -23.8667   35.3767     05.21.2011 02:00:00     0.564   184.574
   -23.8667   35.3767     05.21.2011 03:00:00     0.916   184.574
   -23.8667   35.3767     05.21.2011 04:00:00     1.026   184.574
   -23.8667   35.3767     05.21.2011 05:00:00     0.869   184.574
   -23.8667   35.3767     05.21.2011 06:00:00     0.487   184.574
   -23.8667   35.3767     05.21.2011 07:00:00    -0.020   184.574
   -23.8667   35.3767     05.21.2011 08:00:00    -0.524   184.574
   -23.8667   35.3767     05.21.2011 09:00:00    -0.895   184.574
   -23.8667   35.3767     05.21.2011 10:00:00    -1.041   184.574
   -23.8667   35.3767     05.21.2011 11:00:00    -0.926   184.574
   -23.8667   35.3767     05.21.2011 12:00:00    -0.581   184.574
   -23.8667   35.3767     05.21.2011 13:00:00    -0.094   184.574
   -23.8667   35.3767     05.21.2011 14:00:00     0.411   184.574
   -23.8667   35.3767     05.21.2011 15:00:00     0.810   184.574
   -23.8667   35.3767     05.21.2011 16:00:00     1.004   184.574
   -23.8667   35.3767     05.21.2011 17:00:00     0.948   184.574
   -23.8667   35.3767     05.21.2011 18:00:00     0.662   184.574
   -23.8667   35.3767     05.21.2011 19:00:00     0.221   184.574
   -23.8667   35.3767     05.21.2011 20:00:00    -0.261   184.574
   -23.8667   35.3767     05.21.2011 21:00:00    -0.663   184.574
   -23.8667   35.3767     05.21.2011 22:00:00    -0.885   184.574
   -23.8667   35.3767     05.21.2011 23:00:00    -0.876   184.574
   -23.8667   35.3767     05.22.2011 00:00:00    -0.642   184.574
   -23.8667   35.3767     05.22.2011 01:00:00    -0.249   184.574
   -23.8667   35.3767     05.22.2011 02:00:00     0.201   184.574
   -23.8667   35.3767     05.22.2011 03:00:00     0.591   184.574
   -23.8667   35.3767     05.22.2011 04:00:00     0.823   184.574
   -23.8667   35.3767     05.22.2011 05:00:00     0.838   184.574
   -23.8667   35.3767     05.22.2011 06:00:00     0.635   184.574
   -23.8667   35.3767     05.22.2011 07:00:00     0.268   184.574
   -23.8667   35.3767     05.22.2011 08:00:00    -0.168   184.574
   -23.8667   35.3767     05.22.2011 09:00:00    -0.563   184.574
   -23.8667   35.3767     05.22.2011 10:00:00    -0.819   184.574
   -23.8667   35.3767     05.22.2011 11:00:00    -0.871   184.574
   -23.8667   35.3767     05.22.2011 12:00:00    -0.709   184.574
   -23.8667   35.3767     05.22.2011 13:00:00    -0.376   184.574
   -23.8667   35.3767     05.22.2011 14:00:00     0.044   184.574
   -23.8667   35.3767     05.22.2011 15:00:00     0.446   184.574
   -23.8667   35.3767     05.22.2011 16:00:00     0.732   184.574
   -23.8667   35.3767     05.22.2011 17:00:00     0.833   184.574
   -23.8667   35.3767     05.22.2011 18:00:00     0.731   184.574
   -23.8667   35.3767     05.22.2011 19:00:00     0.455   184.574
   -23.8667   35.3767     05.22.2011 20:00:00     0.079   184.574
   -23.8667   35.3767     05.22.2011 21:00:00    -0.301   184.574
   -23.8667   35.3767     05.22.2011 22:00:00    -0.590   184.574
   -23.8667   35.3767     05.22.2011 23:00:00    -0.718   184.574
   -23.8667   35.3767     05.23.2011 00:00:00    -0.658   184.574
   -23.8667   35.3767     05.23.2011 01:00:00    -0.429   184.574
   -23.8667   35.3767     05.23.2011 02:00:00    -0.095   184.574
   -23.8667   35.3767     05.23.2011 03:00:00     0.257   184.574
   -23.8667   35.3767     05.23.2011 04:00:00     0.537   184.574
   -23.8667   35.3767     05.23.2011 05:00:00     0.674   184.574
   -23.8667   35.3767     05.23.2011 06:00:00     0.635   184.574
   -23.8667   35.3767     05.23.2011 07:00:00     0.432   184.574
   -23.8667   35.3767     05.23.2011 08:00:00     0.118   184.574
   -23.8667   35.3767     05.23.2011 09:00:00    -0.228   184.574
   -23.8667   35.3767     05.23.2011 10:00:00    -0.519   184.574
   -23.8667   35.3767     05.23.2011 11:00:00    -0.683   184.574
   -23.8667   35.3767     05.23.2011 12:00:00    -0.682   184.574
   -23.8667   35.3767     05.23.2011 13:00:00    -0.517   184.574
   -23.8667   35.3767     05.23.2011 14:00:00    -0.233   184.574
   -23.8667   35.3767     05.23.2011 15:00:00     0.101   184.574
   -23.8667   35.3767     05.23.2011 16:00:00     0.402   184.574
   -23.8667   35.3767     05.23.2011 17:00:00     0.600   184.574
   -23.8667   35.3767     05.23.2011 18:00:00     0.649   184.574
   -23.8667   35.3767     05.23.2011 19:00:00     0.542   184.574
   -23.8667   35.3767     05.23.2011 20:00:00     0.312   184.574
   -23.8667   35.3767     05.23.2011 21:00:00     0.018   184.574
   -23.8667   35.3767     05.23.2011 22:00:00    -0.265   184.574
   -23.8667   35.3767     05.23.2011 23:00:00    -0.467   184.574
   -23.8667   35.3767     05.24.2011 00:00:00    -0.542   184.574
   -23.8667   35.3767     05.24.2011 01:00:00    -0.475   184.574
   -23.8667   35.3767     05.24.2011 02:00:00    -0.287   184.574
   -23.8667   35.3767     05.24.2011 03:00:00    -0.030   184.574
   -23.8667   35.3767     05.24.2011 04:00:00     0.230   184.574
   -23.8667   35.3767     05.24.2011 05:00:00     0.426   184.574
   -23.8667   35.3767     05.24.2011 06:00:00     0.511   184.574
   -23.8667   35.3767     05.24.2011 07:00:00     0.464   184.574
   -23.8667   35.3767     05.24.2011 08:00:00     0.297   184.574
   -23.8667   35.3767     05.24.2011 09:00:00     0.055   184.574
   -23.8667   35.3767     05.24.2011 10:00:00    -0.205   184.574
   -23.8667   35.3767     05.24.2011 11:00:00    -0.417   184.574
   -23.8667   35.3767     05.24.2011 12:00:00    -0.531   184.574
   -23.8667   35.3767     05.24.2011 13:00:00    -0.521   184.574
   -23.8667   35.3767     05.24.2011 14:00:00    -0.390   184.574
   -23.8667   35.3767     05.24.2011 15:00:00    -0.172   184.574
   -23.8667   35.3767     05.24.2011 16:00:00     0.080   184.574
   -23.8667   35.3767     05.24.2011 17:00:00     0.308   184.574
   -23.8667   35.3767     05.24.2011 18:00:00     0.458   184.574
   -23.8667   35.3767     05.24.2011 19:00:00     0.498   184.574
   -23.8667   35.3767     05.24.2011 20:00:00     0.422   184.574
   -23.8667   35.3767     05.24.2011 21:00:00     0.254   184.574
   -23.8667   35.3767     05.24.2011 22:00:00     0.036   184.574
   -23.8667   35.3767     05.24.2011 23:00:00    -0.178   184.574
   -23.8667   35.3767     05.25.2011 00:00:00    -0.336   184.574
   -23.8667   35.3767     05.25.2011 01:00:00    -0.403   184.574
   -23.8667   35.3767     05.25.2011 02:00:00    -0.365   184.574
   -23.8667   35.3767     05.25.2011 03:00:00    -0.235   184.574
   -23.8667   35.3767     05.25.2011 04:00:00    -0.049   184.574
   -23.8667   35.3767     05.25.2011 05:00:00     0.147   184.574
   -23.8667   35.3767     05.25.2011 06:00:00     0.303   184.574
   -23.8667   35.3767     05.25.2011 07:00:00     0.381   184.574
   -23.8667   35.3767     05.25.2011 08:00:00     0.362   184.574
   -23.8667   35.3767     05.25.2011 09:00:00     0.250   184.574
   -23.8667   35.3767     05.25.2011 10:00:00     0.074   184.574
   -23.8667   35.3767     05.25.2011 11:00:00    -0.125   184.574
   -23.8667   35.3767     05.25.2011 12:00:00    -0.300   184.574
   -23.8667   35.3767     05.25.2011 13:00:00    -0.409   184.574
   -23.8667   35.3767     05.25.2011 14:00:00    -0.425   184.574
   -23.8667   35.3767     05.25.2011 15:00:00    -0.346   184.574
   -23.8667   35.3767     05.25.2011 16:00:00    -0.189   184.574
   -23.8667   35.3767     05.25.2011 17:00:00     0.009   184.574
   -23.8667   35.3767     05.25.2011 18:00:00     0.203   184.574
   -23.8667   35.3767     05.25.2011 19:00:00     0.350   184.574
   -23.8667   35.3767     05.25.2011 20:00:00     0.416   184.574
   -23.8667   35.3767     05.25.2011 21:00:00     0.388   184.574
   -23.8667   35.3767     05.25.2011 22:00:00     0.276   184.574
   -23.8667   35.3767     05.25.2011 23:00:00     0.106   184.574
   -23.8667   35.3767     05.26.2011 00:00:00    -0.081   184.574
   -23.8667   35.3767     05.26.2011 01:00:00    -0.241   184.574
   -23.8667   35.3767     05.26.2011 02:00:00    -0.336   184.574
   -23.8667   35.3767     05.26.2011 03:00:00    -0.345   184.574
   -23.8667   35.3767     05.26.2011 04:00:00    -0.268   184.574
   -23.8667   35.3767     05.26.2011 05:00:00    -0.125   184.574
   -23.8667   35.3767     05.26.2011 06:00:00     0.049   184.574
   -23.8667   35.3767     05.26.2011 07:00:00     0.210   184.574
   -23.8667   35.3767     05.26.2011 08:00:00     0.319   184.574
   -23.8667   35.3767     05.26.2011 09:00:00     0.347   184.574
   -23.8667   35.3767     05.26.2011 10:00:00     0.287   184.574
   -23.8667   35.3767     05.26.2011 11:00:00     0.150   184.574
   -23.8667   35.3767     05.26.2011 12:00:00    -0.031   184.574
   -23.8667   35.3767     05.26.2011 13:00:00    -0.213   184.574
   -23.8667   35.3767     05.26.2011 14:00:00    -0.353   184.574
   -23.8667   35.3767     05.26.2011 15:00:00    -0.415   184.574
   -23.8667   35.3767     05.26.2011 16:00:00    -0.382   184.574
   -23.8667   35.3767     05.26.2011 17:00:00    -0.260   184.574
   -23.8667   35.3767     05.26.2011 18:00:00    -0.075   184.574
   -23.8667   35.3767     05.26.2011 19:00:00     0.130   184.574
   -23.8667   35.3767     05.26.2011 20:00:00     0.310   184.574
   -23.8667   35.3767     05.26.2011 21:00:00     0.420   184.574
   -23.8667   35.3767     05.26.2011 22:00:00     0.436   184.574
   -23.8667   35.3767     05.26.2011 23:00:00     0.352   184.574
   -23.8667   35.3767     05.27.2011 00:00:00     0.188   184.574
   -23.8667   35.3767     05.27.2011 01:00:00    -0.018   184.574
   -23.8667   35.3767     05.27.2011 02:00:00    -0.215   184.574
   -23.8667   35.3767     05.27.2011 03:00:00    -0.357   184.574
   -23.8667   35.3767     05.27.2011 04:00:00    -0.408   184.574
   -23.8667   35.3767     05.27.2011 05:00:00    -0.357   184.574
   -23.8667   35.3767     05.27.2011 06:00:00    -0.215   184.574
   -23.8667   35.3767     05.27.2011 07:00:00    -0.018   184.574
   -23.8667   35.3767     05.27.2011 08:00:00     0.186   184.574
   -23.8667   35.3767     05.27.2011 09:00:00     0.344   184.574
   -23.8667   35.3767     05.27.2011 10:00:00     0.416   184.574
   -23.8667   35.3767     05.27.2011 11:00:00     0.380   184.574
   -23.8667   35.3767     05.27.2011 12:00:00     0.242   184.574
   -23.8667   35.3767     05.27.2011 13:00:00     0.035   184.574
   -23.8667   35.3767     05.27.2011 14:00:00    -0.192   184.574
   -23.8667   35.3767     05.27.2011 15:00:00    -0.381   184.574
   -23.8667   35.3767     05.27.2011 16:00:00    -0.485   184.574
   -23.8667   35.3767     05.27.2011 17:00:00    -0.474   184.574
   -23.8667   35.3767     05.27.2011 18:00:00    -0.346   184.574
   -23.8667   35.3767     05.27.2011 19:00:00    -0.131   184.574
   -23.8667   35.3767     05.27.2011 20:00:00     0.123   184.574
   -23.8667   35.3767     05.27.2011 21:00:00     0.354   184.574
   -23.8667   35.3767     05.27.2011 22:00:00     0.504   184.574
   -23.8667   35.3767     05.27.2011 23:00:00     0.537   184.574
   -23.8667   35.3767     05.28.2011 00:00:00     0.441   184.574
   -23.8667   35.3767     05.28.2011 01:00:00     0.239   184.574
   -23.8667   35.3767     05.28.2011 02:00:00    -0.021   184.574
   -23.8667   35.3767     05.28.2011 03:00:00    -0.274   184.574
   -23.8667   35.3767     05.28.2011 04:00:00    -0.458   184.574
   -23.8667   35.3767     05.28.2011 05:00:00    -0.527   184.574
   -23.8667   35.3767     05.28.2011 06:00:00    -0.460   184.574
   -23.8667   35.3767     05.28.2011 07:00:00    -0.275   184.574
   -23.8667   35.3767     05.28.2011 08:00:00    -0.018   184.574
   -23.8667   35.3767     05.28.2011 09:00:00     0.248   184.574
   -23.8667   35.3767     05.28.2011 10:00:00     0.452   184.574
   -23.8667   35.3767     05.28.2011 11:00:00     0.541   184.574
   -23.8667   35.3767     05.28.2011 12:00:00     0.490   184.574
   -23.8667   35.3767     05.28.2011 13:00:00     0.307   184.574
   -23.8667   35.3767     05.28.2011 14:00:00     0.037   184.574
   -23.8667   35.3767     05.28.2011 15:00:00    -0.254   184.574
   -23.8667   35.3767     05.28.2011 16:00:00    -0.490   184.574
   -23.8667   35.3767     05.28.2011 17:00:00    -0.611   184.574
   -23.8667   35.3767     05.28.2011 18:00:00    -0.582   184.574
   -23.8667   35.3767     05.28.2011 19:00:00    -0.406   184.574
   -23.8667   35.3767     05.28.2011 20:00:00    -0.123   184.574
   -23.8667   35.3767     05.28.2011 21:00:00     0.197   184.574
   -23.8667   35.3767     05.28.2011 22:00:00     0.475   184.574
   -23.8667   35.3767     05.28.2011 23:00:00     0.641   184.574
   -23.8667   35.3767     05.29.2011 00:00:00     0.651   184.574
   -23.8667   35.3767     05.29.2011 01:00:00     0.501   184.574
   -23.8667   35.3767     05.29.2011 02:00:00     0.226   184.574
   -23.8667   35.3767     05.29.2011 03:00:00    -0.106   184.574
   -23.8667   35.3767     05.29.2011 04:00:00    -0.412   184.574
   -23.8667   35.3767     05.29.2011 05:00:00    -0.613   184.574
   -23.8667   35.3767     05.29.2011 06:00:00    -0.658   184.574
   -23.8667   35.3767     05.29.2011 07:00:00    -0.533   184.574
   -23.8667   35.3767     05.29.2011 08:00:00    -0.269   184.574
   -23.8667   35.3767     05.29.2011 09:00:00     0.067   184.574
   -23.8667   35.3767     05.29.2011 10:00:00     0.390   184.574
   -23.8667   35.3767     05.29.2011 11:00:00     0.615   184.574
   -23.8667   35.3767     05.29.2011 12:00:00     0.683   184.574
   -23.8667   35.3767     05.29.2011 13:00:00     0.572   184.574
   -23.8667   35.3767     05.29.2011 14:00:00     0.308   184.574
   -23.8667   35.3767     05.29.2011 15:00:00    -0.044   184.574
   -23.8667   35.3767     05.29.2011 16:00:00    -0.395   184.574
   -23.8667   35.3767     05.29.2011 17:00:00    -0.654   184.574
   -23.8667   35.3767     05.29.2011 18:00:00    -0.753   184.574
   -23.8667   35.3767     05.29.2011 19:00:00    -0.662   184.574
   -23.8667   35.3767     05.29.2011 20:00:00    -0.402   184.574
   -23.8667   35.3767     05.29.2011 21:00:00    -0.035   184.574
   -23.8667   35.3767     05.29.2011 22:00:00     0.347   184.574
   -23.8667   35.3767     05.29.2011 23:00:00     0.648   184.574
   -23.8667   35.3767     05.30.2011 00:00:00     0.790   184.574
   -23.8667   35.3767     05.30.2011 01:00:00     0.735   184.574
   -23.8667   35.3767     05.30.2011 02:00:00     0.495   184.574
   -23.8667   35.3767     05.30.2011 03:00:00     0.130   184.574
   -23.8667   35.3767     05.30.2011 04:00:00    -0.270   184.574
   -23.8667   35.3767     05.30.2011 05:00:00    -0.602   184.574
   -23.8667   35.3767     05.30.2011 06:00:00    -0.780   184.574
   -23.8667   35.3767     05.30.2011 07:00:00    -0.757   184.574
   -23.8667   35.3767     05.30.2011 08:00:00    -0.539   184.574
   -23.8667   35.3767     05.30.2011 09:00:00    -0.178   184.574
   -23.8667   35.3767     05.30.2011 10:00:00     0.232   184.574
   -23.8667   35.3767     05.30.2011 11:00:00     0.587   184.574
   -23.8667   35.3767     05.30.2011 12:00:00     0.793   184.574
   -23.8667   35.3767     05.30.2011 13:00:00     0.794   184.574
   -23.8667   35.3767     05.30.2011 14:00:00     0.589   184.574
   -23.8667   35.3767     05.30.2011 15:00:00     0.225   184.574
   -23.8667   35.3767     05.30.2011 16:00:00    -0.204   184.574
   -23.8667   35.3767     05.30.2011 17:00:00    -0.590   184.574
   -23.8667   35.3767     05.30.2011 18:00:00    -0.831   184.574
   -23.8667   35.3767     05.30.2011 19:00:00    -0.865   184.574
   -23.8667   35.3767     05.30.2011 20:00:00    -0.679   184.574
   -23.8667   35.3767     05.30.2011 21:00:00    -0.317   184.574
   -23.8667   35.3767     05.30.2011 22:00:00     0.129   184.574
   -23.8667   35.3767     05.30.2011 23:00:00     0.548   184.574
   -23.8667   35.3767     05.31.2011 00:00:00     0.832   184.574
   -23.8667   35.3767     05.31.2011 01:00:00     0.907   184.574
   -23.8667   35.3767     05.31.2011 02:00:00     0.753   184.574
   -23.8667   35.3767     05.31.2011 03:00:00     0.406   184.574
   -23.8667   35.3767     05.31.2011 04:00:00    -0.045   184.574
   -23.8667   35.3767     05.31.2011 05:00:00    -0.486   184.574
   -23.8667   35.3767     05.31.2011 06:00:00    -0.803   184.574
   -23.8667   35.3767     05.31.2011 07:00:00    -0.914   184.574
   -23.8667   35.3767     05.31.2011 08:00:00    -0.789   184.574
   -23.8667   35.3767     05.31.2011 09:00:00    -0.459   184.574
   -23.8667   35.3767     05.31.2011 10:00:00    -0.006   184.574
   -23.8667   35.3767     05.31.2011 11:00:00     0.452   184.574
   -23.8667   35.3767     05.31.2011 12:00:00     0.797   184.574
   -23.8667   35.3767     05.31.2011 13:00:00     0.940   184.574
   -23.8667   35.3767     05.31.2011 14:00:00     0.840   184.574
   -23.8667   35.3767     05.31.2011 15:00:00     0.521   184.574
   -23.8667   35.3767     05.31.2011 16:00:00     0.063   184.574
   -23.8667   35.3767     05.31.2011 17:00:00    -0.418   184.574
   -23.8667   35.3767     05.31.2011 18:00:00    -0.798   184.574
   -23.8667   35.3767     05.31.2011 19:00:00    -0.979   184.574
   -23.8667   35.3767     05.31.2011 20:00:00    -0.911   184.574
   -23.8667   35.3767     05.31.2011 21:00:00    -0.611   184.574
   -23.8667   35.3767     05.31.2011 22:00:00    -0.152   184.574
   -23.8667   35.3767     05.31.2011 23:00:00     0.348   184.574
   -23.8667   35.3767     06.01.2011 00:00:00     0.763   184.574
   -23.8667   35.3767     06.01.2011 01:00:00     0.985   184.574
   -23.8667   35.3767     06.01.2011 02:00:00     0.957   184.574
   -23.8667   35.3767     06.01.2011 03:00:00     0.684   184.574
   -23.8667   35.3767     06.01.2011 04:00:00     0.236   184.574
   -23.8667   35.3767     06.01.2011 05:00:00    -0.275   184.574
   -23.8667   35.3767     06.01.2011 06:00:00    -0.716   184.574
   -23.8667   35.3767     06.01.2011 07:00:00    -0.973   184.574
   -23.8667   35.3767     06.01.2011 08:00:00    -0.981   184.574
   -23.8667   35.3767     06.01.2011 09:00:00    -0.734   184.574
   -23.8667   35.3767     06.01.2011 10:00:00    -0.296   184.574
   -23.8667   35.3767     06.01.2011 11:00:00     0.222   184.574
   -23.8667   35.3767     06.01.2011 12:00:00     0.686   184.574
   -23.8667   35.3767     06.01.2011 13:00:00     0.978   184.574
   -23.8667   35.3767     06.01.2011 14:00:00     1.019   184.574
   -23.8667   35.3767     06.01.2011 15:00:00     0.798   184.574
   -23.8667   35.3767     06.01.2011 16:00:00     0.370   184.574
   -23.8667   35.3767     06.01.2011 17:00:00    -0.157   184.574
   -23.8667   35.3767     06.01.2011 18:00:00    -0.648   184.574
   -23.8667   35.3767     06.01.2011 19:00:00    -0.977   184.574
   -23.8667   35.3767     06.01.2011 20:00:00    -1.058   184.574
