From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
60;10827;33.04;22.56;22.576;1526.16;0.23;18/07/2017;7:13:19
60;10828;33.04;22.56;22.575;1526.17;0.23;18/07/2017;7:13:20
60;10829;33.03;22.57;22.566;1526.17;0.22;18/07/2017;7:13:21
60;10830;33.04;22.57;22.573;1526.18;0.23;18/07/2017;7:13:22
60;10831;33.03;22.57;22.566;1526.17;0.23;18/07/2017;7:13:23
60;10832;33.04;22.56;22.574;1526.17;0.22;18/07/2017;7:13:24
60;10833;33.03;22.56;22.567;1526.16;0.25;18/07/2017;7:13:25
60;10834;33.04;22.56;22.574;1526.18;0.23;18/07/2017;7:13:26
60;10835;33.04;22.57;22.573;1526.18;0.22;18/07/2017;7:13:27
60;10836;33.03;22.56;22.567;1526.16;0.23;18/07/2017;7:13:28
60;10837;33.03;22.56;22.568;1526.15;0.24;18/07/2017;7:13:29
60;10838;33.04;22.56;22.574;1526.17;0.22;18/07/2017;7:13:30
60;10839;33.05;22.56;22.582;1526.18;0.22;18/07/2017;7:13:31
60;10840;33.04;22.57;22.574;1526.18;0.24;18/07/2017;7:13:32
60;10841;33.06;22.56;22.589;1526.19;0.24;18/07/2017;7:13:33
60;10842;33.04;22.56;22.574;1526.17;0.22;18/07/2017;7:13:34
60;10843;33.04;22.56;22.574;1526.17;0.25;18/07/2017;7:13:35
60;10844;33.05;22.56;22.583;1526.17;0.24;18/07/2017;7:13:36
60;10845;33.03;22.57;22.566;1526.17;0.23;18/07/2017;7:13:37
60;10846;33.05;22.57;22.581;1526.19;0.24;18/07/2017;7:13:38
60;10847;33.05;22.57;22.581;1526.20;0.23;18/07/2017;7:13:39
60;10848;33.05;22.57;22.581;1526.20;0.24;18/07/2017;7:13:40
60;10849;33.03;22.56;22.567;1526.16;0.25;18/07/2017;7:13:41
60;10850;33.05;22.56;22.582;1526.18;0.25;18/07/2017;7:13:42
60;10851;33.05;22.57;22.581;1526.20;0.23;18/07/2017;7:13:43
60;10852;33.05;22.57;22.581;1526.19;0.22;18/07/2017;7:13:44
60;10853;33.05;22.57;22.581;1526.20;0.25;18/07/2017;7:13:45
60;10854;33.05;22.57;22.581;1526.20;0.23;18/07/2017;7:13:46
60;10855;33.05;22.57;22.580;1526.20;0.24;18/07/2017;7:13:47
60;10856;33.05;22.57;22.580;1526.20;0.28;18/07/2017;7:13:48
60;10857;33.05;22.57;22.580;1526.20;0.25;18/07/2017;7:13:49
60;10858;33.05;22.57;22.580;1526.20;0.25;18/07/2017;7:13:50
60;10859;33.05;22.57;22.580;1526.20;0.26;18/07/2017;7:13:51
60;10860;33.05;22.57;22.581;1526.20;0.26;18/07/2017;7:13:52
60;10861;33.05;22.57;22.580;1526.21;0.27;18/07/2017;7:13:53
60;10862;33.05;22.57;22.580;1526.21;0.26;18/07/2017;7:13:54
60;10863;33.04;22.57;22.573;1526.19;0.27;18/07/2017;7:13:55
60;10864;33.05;22.57;22.580;1526.20;0.26;18/07/2017;7:13:56
60;10865;33.05;22.57;22.580;1526.20;0.26;18/07/2017;7:13:57
60;10866;33.05;22.57;22.580;1526.20;0.27;18/07/2017;7:13:58
60;10867;33.05;22.57;22.580;1526.20;0.24;18/07/2017;7:13:59
60;10868;33.05;22.57;22.580;1526.20;0.28;18/07/2017;7:14:00
60;10869;33.04;22.57;22.573;1526.19;0.28;18/07/2017;7:14:01
60;10870;33.05;22.57;22.581;1526.19;0.25;18/07/2017;7:14:02
60;10871;33.03;22.56;22.567;1526.17;0.27;18/07/2017;7:14:03
60;10872;33.04;22.57;22.574;1526.18;0.28;18/07/2017;7:14:04
60;10873;33.05;22.57;22.581;1526.20;0.27;18/07/2017;7:14:05
60;10874;33.05;22.57;22.580;1526.20;0.28;18/07/2017;7:14:06
60;10875;33.05;22.57;22.581;1526.20;0.29;18/07/2017;7:14:07
60;10876;33.05;22.57;22.580;1526.20;0.26;18/07/2017;7:14:08
60;10877;33.05;22.57;22.580;1526.20;0.27;18/07/2017;7:14:09
60;10878;33.05;22.57;22.581;1526.20;0.30;18/07/2017;7:14:10
60;10879;33.05;22.57;22.581;1526.20;0.34;18/07/2017;7:14:11
60;10880;33.05;22.57;22.580;1526.20;0.36;18/07/2017;7:14:12
60;10881;33.04;22.57;22.572;1526.20;0.35;18/07/2017;7:14:13
60;10882;33.05;22.57;22.581;1526.20;0.36;18/07/2017;7:14:14
60;10883;33.05;22.57;22.580;1526.21;0.37;18/07/2017;7:14:15
60;10884;33.05;22.57;22.582;1526.20;0.43;18/07/2017;7:14:16
60;10885;33.05;22.57;22.582;1526.20;0.46;18/07/2017;7:14:17
60;10886;33.05;22.57;22.582;1526.20;0.53;18/07/2017;7:14:18
60;10887;33.05;22.56;22.583;1526.19;0.59;18/07/2017;7:14:19
60;10888;33.05;22.57;22.583;1526.20;0.66;18/07/2017;7:14:20
60;10889;33.05;22.57;22.583;1526.20;0.76;18/07/2017;7:14:21
60;10890;33.05;22.57;22.583;1526.21;0.85;18/07/2017;7:14:22
60;10891;33.05;22.57;22.583;1526.21;0.91;18/07/2017;7:14:23
60;10892;33.06;22.58;22.589;1526.23;0.98;18/07/2017;7:14:24
60;10893;33.06;22.58;22.589;1526.24;1.06;18/07/2017;7:14:25
60;10894;33.05;22.58;22.581;1526.24;1.14;18/07/2017;7:14:26
60;10895;33.07;22.58;22.596;1526.27;1.20;18/07/2017;7:14:27
60;10896;33.07;22.58;22.596;1526.27;1.25;18/07/2017;7:14:28
60;10897;33.07;22.58;22.597;1526.26;1.29;18/07/2017;7:14:29
60;10898;33.07;22.58;22.597;1526.27;1.29;18/07/2017;7:14:30
60;10899;33.07;22.58;22.596;1526.28;1.36;18/07/2017;7:14:31
60;10900;33.07;22.58;22.597;1526.28;1.42;18/07/2017;7:14:32
60;10901;33.07;22.58;22.597;1526.28;1.53;18/07/2017;7:14:33
60;10902;33.07;22.58;22.599;1526.27;1.68;18/07/2017;7:14:34
60;10903;33.07;22.58;22.598;1526.28;1.76;18/07/2017;7:14:35
60;10904;33.07;22.58;22.598;1526.29;1.84;18/07/2017;7:14:36
60;10905;33.07;22.58;22.599;1526.28;1.96;18/07/2017;7:14:37
60;10906;33.07;22.58;22.599;1526.29;2.07;18/07/2017;7:14:38
60;10907;33.07;22.58;22.600;1526.29;2.18;18/07/2017;7:14:39
60;10908;33.07;22.58;22.600;1526.29;2.25;18/07/2017;7:14:40
60;10909;33.07;22.58;22.601;1526.30;2.44;18/07/2017;7:14:41
60;10910;33.06;22.58;22.593;1526.28;2.43;18/07/2017;7:14:42
60;10911;33.08;22.58;22.609;1526.30;2.39;18/07/2017;7:14:43
60;10912;33.07;22.58;22.600;1526.30;2.42;18/07/2017;7:14:44
60;10913;33.07;22.58;22.600;1526.30;2.41;18/07/2017;7:14:45
60;10914;33.07;22.58;22.601;1526.29;2.41;18/07/2017;7:14:46
60;10915;33.08;22.58;22.609;1526.30;2.42;18/07/2017;7:14:47
60;10916;33.07;22.58;22.601;1526.30;2.53;18/07/2017;7:14:48
60;10917;33.08;22.58;22.609;1526.31;2.61;18/07/2017;7:14:49
60;10918;33.07;22.58;22.602;1526.30;2.75;18/07/2017;7:14:50
60;10919;33.08;22.59;22.610;1526.32;2.85;18/07/2017;7:14:51
60;10920;33.07;22.59;22.603;1526.31;3.01;18/07/2017;7:14:52
60;10921;33.09;22.59;22.618;1526.33;3.14;18/07/2017;7:14:53
60;10922;33.09;22.59;22.618;1526.34;3.25;18/07/2017;7:14:54
60;10923;33.09;22.59;22.618;1526.35;3.35;18/07/2017;7:14:55
60;10924;33.10;22.59;22.626;1526.36;3.46;18/07/2017;7:14:56
60;10925;33.09;22.59;22.619;1526.36;3.57;18/07/2017;7:14:57
60;10926;33.09;22.59;22.619;1526.36;3.64;18/07/2017;7:14:58
60;10927;33.10;22.59;22.626;1526.37;3.73;18/07/2017;7:14:59
60;10928;33.08;22.59;22.612;1526.35;3.82;18/07/2017;7:15:00
60;10929;33.11;22.60;22.634;1526.40;3.90;18/07/2017;7:15:01
60;10930;33.09;22.60;22.619;1526.38;4.01;18/07/2017;7:15:02
60;10931;33.11;22.59;22.636;1526.39;4.14;18/07/2017;7:15:03
60;10932;33.11;22.60;22.635;1526.40;4.24;18/07/2017;7:15:04
60;10933;33.13;22.60;22.651;1526.42;4.37;18/07/2017;7:15:05
60;10934;33.13;22.59;22.652;1526.42;4.49;18/07/2017;7:15:06
60;10935;33.15;22.60;22.667;1526.45;4.60;18/07/2017;7:15:07
60;10936;33.15;22.60;22.667;1526.46;4.72;18/07/2017;7:15:08
60;10937;33.15;22.60;22.668;1526.46;4.79;18/07/2017;7:15:09
60;10938;33.14;22.60;22.660;1526.45;4.84;18/07/2017;7:15:10
60;10939;33.15;22.60;22.668;1526.46;4.93;18/07/2017;7:15:11
60;10940;33.15;22.60;22.668;1526.46;4.89;18/07/2017;7:15:12
60;10941;33.14;22.60;22.659;1526.46;4.78;18/07/2017;7:15:13
60;10942;33.14;22.60;22.660;1526.46;4.87;18/07/2017;7:15:14
60;10943;33.15;22.60;22.668;1526.46;4.91;18/07/2017;7:15:15
60;10944;33.14;22.60;22.660;1526.46;4.95;18/07/2017;7:15:16
60;10945;33.14;22.60;22.660;1526.46;4.99;18/07/2017;7:15:17
60;10946;33.15;22.60;22.668;1526.46;5.03;18/07/2017;7:15:18
60;10947;33.15;22.60;22.669;1526.46;5.10;18/07/2017;7:15:19
60;10948;33.15;22.60;22.669;1526.46;5.14;18/07/2017;7:15:20
60;10949;33.15;22.60;22.669;1526.46;5.14;18/07/2017;7:15:21
60;10950;33.14;22.60;22.661;1526.47;5.13;18/07/2017;7:15:22
60;10951;33.14;22.60;22.660;1526.47;5.13;18/07/2017;7:15:23
60;10952;33.14;22.60;22.661;1526.46;5.09;18/07/2017;7:15:24
60;10953;33.14;22.60;22.661;1526.46;5.09;18/07/2017;7:15:25
60;10954;33.15;22.60;22.669;1526.46;5.09;18/07/2017;7:15:26
60;10955;33.14;22.60;22.660;1526.47;5.09;18/07/2017;7:15:27
60;10956;33.14;22.60;22.661;1526.46;5.09;18/07/2017;7:15:28
60;10957;33.14;22.60;22.660;1526.47;5.08;18/07/2017;7:15:29
60;10958;33.14;22.60;22.661;1526.47;5.09;18/07/2017;7:15:30
60;10959;33.14;22.60;22.660;1526.47;5.09;18/07/2017;7:15:31
60;10960;33.14;22.60;22.660;1526.47;5.09;18/07/2017;7:15:32
60;10961;33.14;22.60;22.660;1526.47;5.09;18/07/2017;7:15:33
60;10962;33.15;22.60;22.667;1526.48;5.08;18/07/2017;7:15:34
60;10963;33.14;22.60;22.659;1526.47;5.09;18/07/2017;7:15:35
60;10964;33.14;22.61;22.659;1526.47;5.09;18/07/2017;7:15:36
60;10965;33.15;22.60;22.667;1526.48;5.10;18/07/2017;7:15:37
60;10966;33.15;22.60;22.667;1526.48;5.10;18/07/2017;7:15:38
60;10967;33.14;22.60;22.660;1526.47;5.10;18/07/2017;7:15:39
60;10968;33.14;22.60;22.660;1526.47;5.10;18/07/2017;7:15:40
60;10969;33.14;22.60;22.659;1526.47;5.09;18/07/2017;7:15:41
60;10970;33.14;22.60;22.659;1526.47;5.09;18/07/2017;7:15:42
60;10971;33.14;22.60;22.660;1526.47;5.09;18/07/2017;7:15:43
60;10972;33.14;22.61;22.659;1526.47;5.09;18/07/2017;7:15:44
60;10973;33.15;22.60;22.667;1526.48;5.09;18/07/2017;7:15:45
60;10974;33.14;22.60;22.659;1526.47;4.85;18/07/2017;7:15:46
60;10975;33.14;22.60;22.658;1526.47;4.65;18/07/2017;7:15:47
60;10976;33.14;22.60;22.657;1526.46;4.47;18/07/2017;7:15:48
60;10977;33.14;22.60;22.656;1526.46;4.24;18/07/2017;7:15:49
60;10978;33.13;22.60;22.649;1526.43;4.13;18/07/2017;7:15:50
60;10979;33.14;22.60;22.655;1526.46;4.10;18/07/2017;7:15:51
60;10980;33.14;22.60;22.655;1526.45;4.10;18/07/2017;7:15:52
60;10981;33.14;22.60;22.655;1526.45;4.02;18/07/2017;7:15:53
60;10982;33.14;22.60;22.655;1526.45;3.93;18/07/2017;7:15:54
60;10983;33.13;22.60;22.647;1526.44;3.87;18/07/2017;7:15:55
60;10984;33.12;22.60;22.640;1526.42;3.68;18/07/2017;7:15:56
60;10985;33.10;22.60;22.624;1526.39;3.53;18/07/2017;7:15:57
60;10986;33.11;22.60;22.631;1526.40;3.36;18/07/2017;7:15:58
60;10987;33.11;22.60;22.630;1526.39;3.25;18/07/2017;7:15:59
60;10988;33.10;22.60;22.623;1526.38;3.14;18/07/2017;7:16:00
60;10989;33.10;22.60;22.622;1526.38;3.03;18/07/2017;7:16:01
60;10990;33.10;22.60;22.622;1526.37;2.94;18/07/2017;7:16:02
60;10991;33.08;22.60;22.606;1526.35;2.78;18/07/2017;7:16:03
60;10992;33.08;22.60;22.606;1526.35;2.64;18/07/2017;7:16:04
60;10993;33.09;22.60;22.613;1526.35;2.55;18/07/2017;7:16:05
60;10994;33.09;22.60;22.612;1526.35;2.37;18/07/2017;7:16:06
60;10995;33.08;22.59;22.605;1526.33;2.26;18/07/2017;7:16:07
60;10996;33.07;22.59;22.596;1526.32;2.06;18/07/2017;7:16:08
60;10997;33.07;22.59;22.596;1526.31;1.87;18/07/2017;7:16:09
60;10998;33.08;22.59;22.603;1526.32;1.73;18/07/2017;7:16:10
60;10999;33.08;22.59;22.602;1526.32;1.58;18/07/2017;7:16:11
60;11000;33.08;22.59;22.601;1526.31;1.42;18/07/2017;7:16:12
60;11001;33.07;22.59;22.593;1526.30;1.25;18/07/2017;7:16:13
60;11002;33.07;22.59;22.593;1526.29;1.18;18/07/2017;7:16:14
60;11003;33.07;22.58;22.594;1526.27;0.97;18/07/2017;7:16:15
60;11004;33.06;22.58;22.586;1526.26;0.86;18/07/2017;7:16:16
60;11005;33.06;22.58;22.586;1526.25;0.71;18/07/2017;7:16:17
60;11006;33.05;22.58;22.579;1526.23;0.60;18/07/2017;7:16:18
60;11007;33.05;22.58;22.579;1526.23;0.48;18/07/2017;7:16:19
60;11008;33.06;22.57;22.587;1526.22;0.36;18/07/2017;7:16:20
60;11009;33.05;22.57;22.579;1526.20;0.18;18/07/2017;7:16:21
