From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
61;11197;33.19;22.62;22.678;1526.51;0.00;18/07/2017;8:09:25
61;11197;33.19;22.62;22.678;1526.51;0.50;18/07/2017;8:09:26
61;11197;33.19;22.62;22.678;1526.51;1.25;18/07/2017;8:09:27
61;11197;33.19;22.62;22.678;1526.51;1.73;18/07/2017;8:09:28
61;11198;33.18;22.62;22.671;1526.50;1.90;18/07/2017;8:09:29
61;11199;33.18;22.62;22.672;1526.50;1.94;18/07/2017;8:09:30
61;11200;33.19;22.62;22.680;1526.51;2.03;18/07/2017;8:09:31
61;11201;33.18;22.62;22.672;1526.51;2.14;18/07/2017;8:09:32
61;11202;33.18;22.62;22.673;1526.51;2.31;18/07/2017;8:09:33
61;11203;33.19;22.62;22.682;1526.52;2.48;18/07/2017;8:09:34
61;11204;33.19;22.62;22.683;1526.52;2.64;18/07/2017;8:09:35
61;11205;33.18;22.62;22.675;1526.52;2.72;18/07/2017;8:09:36
61;11206;33.20;22.62;22.691;1526.54;2.83;18/07/2017;8:09:37
61;11207;33.20;22.62;22.691;1526.54;2.89;18/07/2017;8:09:38
61;11208;33.20;22.62;22.692;1526.54;3.03;18/07/2017;8:09:39
61;11209;33.20;22.62;22.692;1526.55;3.20;18/07/2017;8:09:40
61;11210;33.20;22.62;22.693;1526.55;3.37;18/07/2017;8:09:41
61;11211;33.20;22.62;22.694;1526.55;3.59;18/07/2017;8:09:42
61;11212;33.20;22.62;22.695;1526.55;3.78;18/07/2017;8:09:43
61;11213;33.19;22.62;22.688;1526.55;3.99;18/07/2017;8:09:44
61;11214;33.19;22.62;22.689;1526.55;4.11;18/07/2017;8:09:45
61;11215;33.20;22.62;22.698;1526.56;4.27;18/07/2017;8:09:46
61;11216;33.21;22.62;22.707;1526.56;4.45;18/07/2017;8:09:47
61;11217;33.20;22.62;22.699;1526.56;4.61;18/07/2017;8:09:48
61;11218;33.21;22.62;22.707;1526.57;4.70;18/07/2017;8:09:49
61;11219;33.21;22.62;22.708;1526.57;4.81;18/07/2017;8:09:50
61;11220;33.21;22.62;22.709;1526.57;4.91;18/07/2017;8:09:51
61;11221;33.21;22.61;22.709;1526.58;4.97;18/07/2017;8:09:52
61;11222;33.21;22.61;22.709;1526.57;5.00;18/07/2017;8:09:53
61;11223;33.20;22.61;22.702;1526.57;5.16;18/07/2017;8:09:54
61;11224;33.21;22.62;22.710;1526.58;5.28;18/07/2017;8:09:55
61;11225;33.21;22.62;22.711;1526.58;5.40;18/07/2017;8:09:56
61;11226;33.21;22.62;22.711;1526.59;5.52;18/07/2017;8:09:57
61;11227;33.21;22.61;22.712;1526.58;5.59;18/07/2017;8:09:58
61;11228;33.21;22.62;22.712;1526.58;5.66;18/07/2017;8:09:59
61;11229;33.21;22.62;22.712;1526.58;5.75;18/07/2017;8:10:00
61;11230;33.22;22.62;22.720;1526.60;5.82;18/07/2017;8:10:01
61;11231;33.21;22.61;22.713;1526.59;5.82;18/07/2017;8:10:02
61;11232;33.21;22.62;22.712;1526.58;5.59;18/07/2017;8:10:03
61;11233;33.21;22.62;22.711;1526.58;5.41;18/07/2017;8:10:04
61;11234;33.22;22.61;22.719;1526.59;5.59;18/07/2017;8:10:05
61;11235;33.21;22.61;22.712;1526.58;5.50;18/07/2017;8:10:06
61;11236;33.21;22.62;22.711;1526.59;5.56;18/07/2017;8:10:07
61;11237;33.22;22.61;22.720;1526.59;5.62;18/07/2017;8:10:08
61;11238;33.22;22.62;22.719;1526.60;5.69;18/07/2017;8:10:09
61;11239;33.21;22.62;22.712;1526.59;5.73;18/07/2017;8:10:10
61;11240;33.22;22.62;22.720;1526.60;5.76;18/07/2017;8:10:11
61;11241;33.22;22.62;22.720;1526.60;5.84;18/07/2017;8:10:12
61;11242;33.22;22.62;22.720;1526.60;5.88;18/07/2017;8:10:13
61;11243;33.22;22.61;22.721;1526.60;5.91;18/07/2017;8:10:14
61;11244;33.22;22.62;22.721;1526.60;5.93;18/07/2017;8:10:15
61;11245;33.22;22.62;22.721;1526.60;5.93;18/07/2017;8:10:16
61;11246;33.22;22.62;22.720;1526.60;5.94;18/07/2017;8:10:17
61;11247;33.22;22.62;22.720;1526.60;5.94;18/07/2017;8:10:18
61;11248;33.22;22.62;22.720;1526.60;5.95;18/07/2017;8:10:19
61;11249;33.22;22.62;22.720;1526.61;5.94;18/07/2017;8:10:20
61;11250;33.22;22.62;22.720;1526.60;5.94;18/07/2017;8:10:21
61;11251;33.22;22.62;22.720;1526.60;5.94;18/07/2017;8:10:22
61;11252;33.22;22.62;22.721;1526.60;5.94;18/07/2017;8:10:23
61;11253;33.22;22.62;22.720;1526.60;5.86;18/07/2017;8:10:24
61;11254;33.22;22.62;22.720;1526.60;5.80;18/07/2017;8:10:25
61;11255;33.22;22.62;22.720;1526.59;5.72;18/07/2017;8:10:26
61;11256;33.22;22.62;22.719;1526.59;5.57;18/07/2017;8:10:27
61;11257;33.22;22.62;22.718;1526.59;5.44;18/07/2017;8:10:28
61;11258;33.22;22.62;22.718;1526.59;5.32;18/07/2017;8:10:29
61;11259;33.24;22.62;22.732;1526.61;5.16;18/07/2017;8:10:30
61;11260;33.25;22.62;22.739;1526.62;4.97;18/07/2017;8:10:31
61;11261;33.24;22.62;22.731;1526.61;4.83;18/07/2017;8:10:32
61;11262;33.23;22.62;22.723;1526.60;4.80;18/07/2017;8:10:33
61;11263;33.24;22.62;22.730;1526.60;4.69;18/07/2017;8:10:34
61;11264;33.24;22.62;22.729;1526.60;4.49;18/07/2017;8:10:35
61;11265;33.24;22.62;22.728;1526.59;4.24;18/07/2017;8:10:36
61;11266;33.24;22.62;22.728;1526.60;4.24;18/07/2017;8:10:37
61;11267;33.23;22.62;22.719;1526.59;4.01;18/07/2017;8:10:38
61;11268;33.23;22.62;22.718;1526.59;3.80;18/07/2017;8:10:39
61;11269;33.23;22.62;22.718;1526.59;3.73;18/07/2017;8:10:40
61;11270;33.23;22.62;22.717;1526.59;3.57;18/07/2017;8:10:41
61;11271;33.24;22.62;22.723;1526.59;3.32;18/07/2017;8:10:42
61;11272;33.23;22.62;22.715;1526.58;3.17;18/07/2017;8:10:43
61;11273;33.23;22.62;22.714;1526.58;3.02;18/07/2017;8:10:44
61;11274;33.23;22.62;22.713;1526.57;2.75;18/07/2017;8:10:45
61;11275;33.23;22.62;22.713;1526.57;2.65;18/07/2017;8:10:46
61;11276;33.23;22.62;22.712;1526.57;2.49;18/07/2017;8:10:47
61;11277;33.23;22.62;22.711;1526.56;2.14;18/07/2017;8:10:48
61;11278;33.23;22.62;22.710;1526.56;2.07;18/07/2017;8:10:49
61;11279;33.24;22.62;22.717;1526.57;2.00;18/07/2017;8:10:50
61;11280;33.23;22.62;22.708;1526.56;1.73;18/07/2017;8:10:51
61;11281;33.23;22.62;22.708;1526.55;1.48;18/07/2017;8:10:52
61;11282;33.23;22.62;22.707;1526.55;1.45;18/07/2017;8:10:53
61;11283;33.23;22.62;22.706;1526.55;1.13;18/07/2017;8:10:54
61;11284;33.23;22.62;22.706;1526.54;0.99;18/07/2017;8:10:55
61;11285;33.23;22.62;22.705;1526.54;0.92;18/07/2017;8:10:56
61;11286;33.23;22.62;22.704;1526.54;0.72;18/07/2017;8:10:57
61;11287;33.23;22.62;22.704;1526.52;0.47;18/07/2017;8:10:58
61;11288;33.24;22.62;22.712;1526.53;0.40;18/07/2017;8:10:59
61;11289;33.23;22.61;22.704;1526.51;0.20;18/07/2017;8:11:00
