From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
58;10607;32.71;22.34;22.393;1525.25;1.77;18/07/2017;6:11:21
58;10608;32.69;22.33;22.380;1525.22;1.83;18/07/2017;6:11:22
58;10609;32.70;22.33;22.388;1525.23;1.87;18/07/2017;6:11:23
58;10610;32.72;22.35;22.400;1525.28;1.91;18/07/2017;6:11:24
58;10611;32.70;22.34;22.386;1525.26;2.02;18/07/2017;6:11:25
58;10612;32.71;22.36;22.390;1525.31;2.12;18/07/2017;6:11:26
58;10613;32.71;22.36;22.390;1525.32;2.22;18/07/2017;6:11:27
58;10614;32.71;22.36;22.391;1525.30;2.27;18/07/2017;6:11:28
58;10615;32.71;22.35;22.393;1525.30;2.30;18/07/2017;6:11:29
58;10616;32.71;22.35;22.394;1525.28;2.33;18/07/2017;6:11:30
58;10617;32.72;22.34;22.403;1525.29;2.40;18/07/2017;6:11:31
58;10618;32.70;22.34;22.388;1525.27;2.47;18/07/2017;6:11:32
58;10619;32.70;22.34;22.388;1525.27;2.57;18/07/2017;6:11:33
58;10620;32.70;22.35;22.388;1525.28;2.66;18/07/2017;6:11:34
58;10621;32.70;22.35;22.387;1525.29;2.72;18/07/2017;6:11:35
58;10622;32.72;22.35;22.402;1525.31;2.75;18/07/2017;6:11:36
58;10623;32.72;22.35;22.402;1525.31;2.78;18/07/2017;6:11:37
58;10624;32.71;22.35;22.396;1525.29;2.84;18/07/2017;6:11:38
58;10625;32.72;22.35;22.403;1525.32;2.95;18/07/2017;6:11:39
58;10626;32.73;22.37;22.405;1525.38;3.05;18/07/2017;6:11:40
58;10627;32.76;22.38;22.427;1525.43;3.13;18/07/2017;6:11:41
58;10628;32.74;22.38;22.411;1525.42;3.20;18/07/2017;6:11:42
58;10629;32.72;22.38;22.397;1525.39;3.23;18/07/2017;6:11:43
58;10630;32.73;22.37;22.406;1525.39;3.27;18/07/2017;6:11:44
58;10631;32.73;22.38;22.406;1525.40;3.34;18/07/2017;6:11:45
58;10632;32.73;22.38;22.406;1525.40;3.45;18/07/2017;6:11:46
58;10633;32.73;22.37;22.407;1525.40;3.55;18/07/2017;6:11:47
58;10634;32.72;22.37;22.400;1525.38;3.66;18/07/2017;6:11:48
58;10635;32.72;22.37;22.401;1525.38;3.72;18/07/2017;6:11:49
58;10636;32.72;22.37;22.401;1525.38;3.77;18/07/2017;6:11:50
58;10637;32.72;22.37;22.402;1525.38;3.78;18/07/2017;6:11:51
58;10638;32.72;22.37;22.401;1525.38;3.81;18/07/2017;6:11:52
58;10639;32.72;22.37;22.402;1525.38;3.90;18/07/2017;6:11:53
58;10640;32.72;22.37;22.403;1525.38;4.00;18/07/2017;6:11:54
58;10641;32.74;22.37;22.417;1525.41;4.10;18/07/2017;6:11:55
58;10642;32.75;22.38;22.424;1525.43;4.18;18/07/2017;6:11:56
58;10643;32.76;22.38;22.431;1525.46;4.25;18/07/2017;6:11:57
58;10644;32.75;22.39;22.422;1525.46;4.28;18/07/2017;6:11:58
58;10645;32.74;22.39;22.414;1525.45;4.32;18/07/2017;6:11:59
58;10646;32.74;22.39;22.414;1525.45;4.33;18/07/2017;6:12:00
58;10647;32.73;22.39;22.406;1525.45;4.45;18/07/2017;6:12:01
58;10648;32.74;22.39;22.414;1525.47;4.54;18/07/2017;6:12:02
58;10649;32.74;22.39;22.414;1525.46;4.59;18/07/2017;6:12:03
58;10650;32.74;22.39;22.414;1525.46;4.50;18/07/2017;6:12:04
58;10651;32.75;22.39;22.421;1525.48;4.58;18/07/2017;6:12:05
58;10652;32.74;22.40;22.413;1525.48;4.58;18/07/2017;6:12:06
58;10653;32.74;22.40;22.412;1525.50;4.60;18/07/2017;6:12:07
58;10654;32.76;22.41;22.425;1525.53;4.62;18/07/2017;6:12:08
58;10655;32.76;22.41;22.425;1525.53;4.63;18/07/2017;6:12:09
58;10656;32.76;22.41;22.424;1525.54;4.62;18/07/2017;6:12:10
58;10657;32.76;22.41;22.425;1525.54;4.63;18/07/2017;6:12:11
58;10658;32.76;22.41;22.424;1525.54;4.63;18/07/2017;6:12:12
58;10659;32.76;22.41;22.424;1525.54;4.65;18/07/2017;6:12:13
58;10660;32.76;22.41;22.425;1525.54;4.64;18/07/2017;6:12:14
58;10661;32.76;22.41;22.426;1525.53;4.65;18/07/2017;6:12:15
58;10662;32.76;22.41;22.426;1525.53;4.65;18/07/2017;6:12:16
58;10663;32.76;22.41;22.425;1525.54;4.65;18/07/2017;6:12:17
58;10664;32.76;22.41;22.424;1525.54;4.66;18/07/2017;6:12:18
58;10665;32.76;22.41;22.424;1525.54;4.66;18/07/2017;6:12:19
58;10666;32.76;22.41;22.424;1525.54;4.66;18/07/2017;6:12:20
58;10667;32.76;22.41;22.425;1525.53;4.67;18/07/2017;6:12:21
58;10668;32.76;22.41;22.425;1525.53;4.68;18/07/2017;6:12:22
58;10669;32.76;22.41;22.426;1525.53;4.68;18/07/2017;6:12:23
58;10670;32.76;22.40;22.426;1525.52;4.68;18/07/2017;6:12:24
58;10671;32.76;22.41;22.425;1525.53;4.68;18/07/2017;6:12:25
58;10672;32.75;22.41;22.418;1525.53;4.69;18/07/2017;6:12:26
58;10673;32.76;22.41;22.426;1525.53;4.68;18/07/2017;6:12:27
58;10674;32.76;22.40;22.426;1525.52;4.69;18/07/2017;6:12:28
58;10675;32.75;22.40;22.419;1525.50;4.69;18/07/2017;6:12:29
58;10676;32.75;22.40;22.419;1525.50;4.69;18/07/2017;6:12:30
58;10677;32.75;22.40;22.419;1525.51;4.70;18/07/2017;6:12:31
58;10678;32.74;22.40;22.411;1525.50;4.70;18/07/2017;6:12:32
58;10679;32.76;22.40;22.426;1525.52;4.70;18/07/2017;6:12:33
58;10680;32.76;22.40;22.426;1525.52;4.70;18/07/2017;6:12:34
58;10681;32.76;22.40;22.427;1525.52;4.70;18/07/2017;6:12:35
58;10682;32.75;22.41;22.418;1525.52;4.71;18/07/2017;6:12:36
58;10683;32.76;22.41;22.424;1525.55;4.71;18/07/2017;6:12:37
58;10684;32.75;22.41;22.416;1525.54;4.71;18/07/2017;6:12:38
58;10685;32.77;22.42;22.430;1525.57;4.71;18/07/2017;6:12:39
58;10686;32.77;22.41;22.431;1525.56;4.71;18/07/2017;6:12:40
58;10687;32.76;22.41;22.425;1525.54;4.72;18/07/2017;6:12:41
58;10688;32.75;22.41;22.416;1525.53;4.72;18/07/2017;6:12:42
58;10689;32.75;22.41;22.416;1525.53;4.72;18/07/2017;6:12:43
58;10690;32.75;22.41;22.416;1525.54;4.72;18/07/2017;6:12:44
58;10691;32.74;22.41;22.410;1525.52;4.74;18/07/2017;6:12:45
58;10692;32.75;22.41;22.417;1525.52;4.73;18/07/2017;6:12:46
58;10693;32.75;22.41;22.417;1525.52;4.64;18/07/2017;6:12:47
58;10694;32.76;22.41;22.424;1525.53;4.38;18/07/2017;6:12:48
58;10695;32.75;22.41;22.416;1525.52;4.39;18/07/2017;6:12:49
58;10696;32.75;22.41;22.415;1525.51;4.19;18/07/2017;6:12:50
58;10697;32.76;22.41;22.422;1525.52;4.00;18/07/2017;6:12:51
58;10698;32.76;22.41;22.421;1525.52;3.80;18/07/2017;6:12:52
58;10699;32.76;22.40;22.421;1525.50;3.53;18/07/2017;6:12:53
58;10700;32.76;22.40;22.422;1525.48;3.33;18/07/2017;6:12:54
58;10701;32.77;22.40;22.429;1525.49;3.17;18/07/2017;6:12:55
58;10702;32.77;22.40;22.429;1525.48;3.04;18/07/2017;6:12:56
58;10703;32.76;22.38;22.424;1525.43;2.77;18/07/2017;6:12:57
58;10704;32.75;22.38;22.416;1525.42;2.64;18/07/2017;6:12:58
58;10705;32.76;22.38;22.424;1525.41;2.44;18/07/2017;6:12:59
58;10706;32.75;22.37;22.417;1525.39;2.28;18/07/2017;6:13:00
58;10707;32.75;22.37;22.415;1525.39;1.97;18/07/2017;6:13:01
58;10708;32.76;22.37;22.422;1525.40;1.79;18/07/2017;6:13:02
58;10709;32.76;22.37;22.421;1525.40;1.60;18/07/2017;6:13:03
58;10710;32.75;22.37;22.413;1525.38;1.41;18/07/2017;6:13:04
58;10711;32.75;22.37;22.414;1525.36;1.18;18/07/2017;6:13:05
58;10712;32.73;22.36;22.399;1525.31;0.80;18/07/2017;6:13:06
58;10713;32.74;22.36;22.407;1525.31;0.71;18/07/2017;6:13:07
58;10714;32.74;22.35;22.406;1525.30;0.49;18/07/2017;6:13:08
58;10715;32.74;22.35;22.407;1525.29;0.40;18/07/2017;6:13:09
58;10716;32.73;22.34;22.401;1525.26;0.26;18/07/2017;6:13:10
58;10717;32.72;22.34;22.393;1525.25;0.12;18/07/2017;6:13:11
