From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
66;12044;33.23;22.85;22.637;1527.13;0.22;18/07/2017;11:06:26
66;12045;33.23;22.85;22.636;1527.13;0.32;18/07/2017;11:06:27
66;12046;33.23;22.85;22.637;1527.13;0.37;18/07/2017;11:06:28
66;12047;33.24;22.85;22.645;1527.14;0.45;18/07/2017;11:06:29
66;12048;33.23;22.85;22.638;1527.13;0.56;18/07/2017;11:06:30
66;12049;33.24;22.85;22.646;1527.14;0.65;18/07/2017;11:06:31
66;12050;33.25;22.85;22.655;1527.14;0.75;18/07/2017;11:06:32
66;12051;33.24;22.84;22.649;1527.13;0.82;18/07/2017;11:06:33
66;12052;33.24;22.84;22.649;1527.13;0.86;18/07/2017;11:06:34
66;12053;33.25;22.84;22.659;1527.13;1.02;18/07/2017;11:06:35
66;12054;33.25;22.84;22.659;1527.14;1.12;18/07/2017;11:06:36
66;12055;33.25;22.84;22.659;1527.15;1.24;18/07/2017;11:06:37
66;12056;33.26;22.84;22.668;1527.14;1.37;18/07/2017;11:06:38
66;12057;33.26;22.84;22.669;1527.14;1.50;18/07/2017;11:06:39
66;12058;33.28;22.83;22.686;1527.15;1.66;18/07/2017;11:06:40
66;12059;33.29;22.83;22.696;1527.15;1.84;18/07/2017;11:06:41
66;12060;33.29;22.82;22.698;1527.15;1.99;18/07/2017;11:06:42
66;12061;33.30;22.81;22.709;1527.13;2.15;18/07/2017;11:06:43
66;12062;33.32;22.81;22.727;1527.14;2.28;18/07/2017;11:06:44
66;12063;33.32;22.80;22.729;1527.14;2.44;18/07/2017;11:06:45
66;12064;33.31;22.81;22.720;1527.14;2.55;18/07/2017;11:06:46
66;12065;33.30;22.81;22.713;1527.13;2.64;18/07/2017;11:06:47
66;12066;33.31;22.81;22.720;1527.14;2.69;18/07/2017;11:06:48
66;12067;33.30;22.81;22.714;1527.14;2.82;18/07/2017;11:06:49
66;12068;33.30;22.81;22.714;1527.14;2.92;18/07/2017;11:06:50
66;12069;33.31;22.81;22.722;1527.15;3.10;18/07/2017;11:06:51
66;12070;33.31;22.81;22.723;1527.15;3.21;18/07/2017;11:06:52
66;12071;33.31;22.81;22.722;1527.16;3.37;18/07/2017;11:06:53
66;12072;33.31;22.82;22.721;1527.17;3.51;18/07/2017;11:06:54
66;12073;33.31;22.81;22.724;1527.16;3.66;18/07/2017;11:06:55
66;12074;33.32;22.81;22.733;1527.17;3.81;18/07/2017;11:06:56
66;12075;33.33;22.80;22.742;1527.17;3.96;18/07/2017;11:06:57
66;12076;33.33;22.80;22.743;1527.17;4.11;18/07/2017;11:06:58
66;12077;33.33;22.80;22.744;1527.17;4.21;18/07/2017;11:06:59
66;12078;33.33;22.80;22.746;1527.16;4.32;18/07/2017;11:07:00
66;12079;33.33;22.80;22.747;1527.17;4.49;18/07/2017;11:07:01
66;12080;33.34;22.79;22.756;1527.17;4.65;18/07/2017;11:07:02
66;12081;33.35;22.79;22.765;1527.17;4.79;18/07/2017;11:07:03
66;12082;33.35;22.80;22.764;1527.19;4.94;18/07/2017;11:07:04
66;12083;33.33;22.80;22.747;1527.19;5.04;18/07/2017;11:07:05
66;12084;33.32;22.81;22.738;1527.20;5.16;18/07/2017;11:07:06
66;12085;33.32;22.81;22.738;1527.21;5.29;18/07/2017;11:07:07
66;12086;33.32;22.80;22.741;1527.18;5.34;18/07/2017;11:07:08
66;12087;33.34;22.80;22.758;1527.20;5.48;18/07/2017;11:07:09
66;12088;33.33;22.80;22.750;1527.19;5.58;18/07/2017;11:07:10
66;12089;33.33;22.80;22.751;1527.19;5.76;18/07/2017;11:07:11
66;12090;33.33;22.80;22.752;1527.19;5.90;18/07/2017;11:07:12
66;12091;33.34;22.80;22.760;1527.21;6.02;18/07/2017;11:07:13
66;12092;33.33;22.79;22.755;1527.19;6.14;18/07/2017;11:07:14
66;12093;33.36;22.78;22.782;1527.18;6.21;18/07/2017;11:07:15
66;12094;33.35;22.78;22.775;1527.16;6.32;18/07/2017;11:07:16
66;12095;33.40;22.77;22.816;1527.20;6.33;18/07/2017;11:07:17
66;12096;33.40;22.76;22.819;1527.18;6.41;18/07/2017;11:07:18
66;12097;33.40;22.76;22.817;1527.18;6.22;18/07/2017;11:07:19
66;12098;33.40;22.76;22.818;1527.18;6.34;18/07/2017;11:07:20
66;12099;33.40;22.76;22.818;1527.18;6.32;18/07/2017;11:07:21
66;12100;33.40;22.76;22.817;1527.18;6.31;18/07/2017;11:07:22
66;12101;33.39;22.76;22.810;1527.17;6.32;18/07/2017;11:07:23
66;12102;33.40;22.76;22.817;1527.19;6.31;18/07/2017;11:07:24
66;12103;33.37;22.77;22.794;1527.16;6.32;18/07/2017;11:07:25
66;12104;33.36;22.77;22.785;1527.16;6.32;18/07/2017;11:07:26
66;12105;33.37;22.77;22.792;1527.17;6.33;18/07/2017;11:07:27
66;12106;33.36;22.77;22.784;1527.16;6.33;18/07/2017;11:07:28
66;12107;33.40;22.77;22.816;1527.19;6.33;18/07/2017;11:07:29
66;12108;33.40;22.76;22.818;1527.18;6.33;18/07/2017;11:07:30
66;12109;33.41;22.75;22.829;1527.16;6.34;18/07/2017;11:07:31
66;12110;33.42;22.74;22.839;1527.15;6.34;18/07/2017;11:07:32
66;12111;33.42;22.74;22.839;1527.15;6.33;18/07/2017;11:07:33
66;12112;33.43;22.74;22.848;1527.14;6.34;18/07/2017;11:07:34
66;12113;33.42;22.74;22.840;1527.14;6.33;18/07/2017;11:07:35
66;12114;33.41;22.74;22.832;1527.12;6.33;18/07/2017;11:07:36
66;12115;33.43;22.74;22.848;1527.14;6.32;18/07/2017;11:07:37
66;12116;33.42;22.74;22.840;1527.14;6.32;18/07/2017;11:07:38
66;12117;33.42;22.74;22.840;1527.14;6.33;18/07/2017;11:07:39
66;12118;33.42;22.73;22.841;1527.13;6.33;18/07/2017;11:07:40
66;12119;33.42;22.73;22.841;1527.13;6.33;18/07/2017;11:07:41
66;12120;33.42;22.74;22.839;1527.14;6.32;18/07/2017;11:07:42
66;12121;33.42;22.74;22.838;1527.14;6.14;18/07/2017;11:07:43
66;12122;33.41;22.75;22.828;1527.15;5.96;18/07/2017;11:07:44
66;12123;33.40;22.75;22.820;1527.14;5.88;18/07/2017;11:07:45
66;12124;33.41;22.75;22.826;1527.15;5.68;18/07/2017;11:07:46
66;12125;33.37;22.75;22.794;1527.12;5.53;18/07/2017;11:07:47
66;12126;33.41;22.76;22.823;1527.16;5.44;18/07/2017;11:07:48
66;12127;33.37;22.76;22.790;1527.13;5.21;18/07/2017;11:07:49
66;12128;33.37;22.76;22.789;1527.13;5.14;18/07/2017;11:07:50
66;12129;33.38;22.76;22.797;1527.13;4.99;18/07/2017;11:07:51
66;12130;33.38;22.76;22.795;1527.13;4.78;18/07/2017;11:07:52
66;12131;33.41;22.75;22.820;1527.14;4.69;18/07/2017;11:07:53
66;12132;33.38;22.76;22.796;1527.12;4.65;18/07/2017;11:07:54
66;12133;33.38;22.76;22.794;1527.13;4.41;18/07/2017;11:07:55
66;12134;33.37;22.76;22.787;1527.12;4.37;18/07/2017;11:07:56
66;12135;33.37;22.77;22.784;1527.13;4.30;18/07/2017;11:07:57
66;12136;33.35;22.78;22.766;1527.12;4.07;18/07/2017;11:07:58
66;12137;33.35;22.78;22.765;1527.13;4.02;18/07/2017;11:07:59
66;12138;33.35;22.78;22.764;1527.13;3.86;18/07/2017;11:08:00
66;12139;33.34;22.78;22.755;1527.12;3.63;18/07/2017;11:08:01
66;12140;33.34;22.78;22.753;1527.13;3.54;18/07/2017;11:08:02
66;12141;33.33;22.80;22.742;1527.15;3.38;18/07/2017;11:08:03
66;12142;33.31;22.81;22.724;1527.14;3.25;18/07/2017;11:08:04
66;12143;33.29;22.82;22.705;1527.15;3.22;18/07/2017;11:08:05
66;12144;33.28;22.82;22.695;1527.15;3.01;18/07/2017;11:08:06
66;12145;33.28;22.82;22.694;1527.15;2.89;18/07/2017;11:08:07
66;12146;33.28;22.83;22.693;1527.15;2.76;18/07/2017;11:08:08
66;12147;33.28;22.82;22.693;1527.15;2.56;18/07/2017;11:08:09
66;12148;33.28;22.83;22.691;1527.15;2.44;18/07/2017;11:08:10
66;12149;33.28;22.83;22.691;1527.15;2.40;18/07/2017;11:08:11
66;12150;33.28;22.83;22.691;1527.15;2.27;18/07/2017;11:08:12
66;12151;33.31;22.83;22.713;1527.18;2.09;18/07/2017;11:08:13
66;12152;33.32;22.83;22.719;1527.20;2.05;18/07/2017;11:08:14
66;12153;33.29;22.84;22.693;1527.19;1.82;18/07/2017;11:08:15
66;12154;33.27;22.84;22.676;1527.17;1.58;18/07/2017;11:08:16
66;12155;33.28;22.84;22.682;1527.18;1.52;18/07/2017;11:08:17
66;12156;33.27;22.84;22.674;1527.16;1.28;18/07/2017;11:08:18
66;12157;33.27;22.85;22.671;1527.17;1.01;18/07/2017;11:08:19
66;12158;33.27;22.85;22.671;1527.17;0.87;18/07/2017;11:08:20
66;12159;33.29;22.85;22.685;1527.19;0.64;18/07/2017;11:08:21
66;12160;33.26;22.85;22.660;1527.16;0.35;18/07/2017;11:08:22
66;12161;33.26;22.85;22.658;1527.17;0.23;18/07/2017;11:08:23
66;12162;33.14;22.85;22.567;1527.03;0.06;18/07/2017;11:08:24
