From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
72;13810;32.73;22.68;22.324;1525.73;0.00;18/07/2017;17:02:53
72;13810;32.72;22.69;22.324;1525.73;0.05;18/07/2017;17:02:55
72;13810;32.70;22.73;22.324;1525.73;0.17;18/07/2017;17:02:55
72;13811;32.65;22.75;22.233;1526.16;0.14;18/07/2017;17:02:56
72;13812;32.64;22.78;22.210;1526.30;0.24;18/07/2017;17:02:57
72;13813;32.63;22.82;22.191;1526.39;0.31;18/07/2017;17:02:58
72;13814;32.61;22.82;22.175;1526.38;0.33;18/07/2017;17:02:59
72;13815;32.57;22.82;22.146;1526.33;0.35;18/07/2017;17:03:00
72;13816;32.55;22.81;22.134;1526.28;0.35;18/07/2017;17:03:01
72;13817;32.57;22.81;22.148;1526.30;0.35;18/07/2017;17:03:02
72;13818;32.57;22.81;22.149;1526.29;0.35;18/07/2017;17:03:03
72;13819;32.60;22.81;22.171;1526.33;0.35;18/07/2017;17:03:04
72;13820;32.63;22.82;22.190;1526.40;0.38;18/07/2017;17:03:05
72;13821;32.64;22.84;22.194;1526.45;0.37;18/07/2017;17:03:06
72;13822;32.63;22.84;22.185;1526.45;0.38;18/07/2017;17:03:07
72;13823;32.63;22.84;22.185;1526.44;0.38;18/07/2017;17:03:08
72;13824;32.62;22.84;22.178;1526.43;0.38;18/07/2017;17:03:09
72;13825;32.61;22.84;22.171;1526.42;0.37;18/07/2017;17:03:10
72;13826;32.61;22.83;22.172;1526.41;0.38;18/07/2017;17:03:11
72;13827;32.62;22.83;22.180;1526.42;0.39;18/07/2017;17:03:12
72;13828;32.62;22.83;22.180;1526.42;0.39;18/07/2017;17:03:13
72;13829;32.60;22.84;22.164;1526.40;0.40;18/07/2017;17:03:14
72;13830;32.61;22.82;22.176;1526.37;0.39;18/07/2017;17:03:15
72;13831;32.61;22.82;22.177;1526.36;0.39;18/07/2017;17:03:16
72;13832;32.60;22.82;22.168;1526.37;0.40;18/07/2017;17:03:17
72;13833;32.60;22.83;22.167;1526.38;0.40;18/07/2017;17:03:18
72;13834;32.61;22.83;22.174;1526.39;0.42;18/07/2017;17:03:19
72;13835;32.61;22.83;22.174;1526.40;0.43;18/07/2017;17:03:20
72;13836;32.61;22.83;22.174;1526.40;0.42;18/07/2017;17:03:21
72;13837;32.61;22.83;22.174;1526.39;0.43;18/07/2017;17:03:22
72;13838;32.61;22.83;22.174;1526.39;0.42;18/07/2017;17:03:23
72;13839;32.60;22.83;22.166;1526.39;0.44;18/07/2017;17:03:24
72;13840;32.60;22.83;22.166;1526.39;0.43;18/07/2017;17:03:25
72;13841;32.59;22.83;22.158;1526.38;0.43;18/07/2017;17:03:26
72;13842;32.62;22.84;22.180;1526.43;0.45;18/07/2017;17:03:27
72;13843;32.59;22.83;22.158;1526.38;0.44;18/07/2017;17:03:28
72;13844;32.57;22.82;22.145;1526.33;0.44;18/07/2017;17:03:29
72;13845;32.59;22.83;22.160;1526.37;0.43;18/07/2017;17:03:30
72;13846;32.60;22.83;22.167;1526.38;0.44;18/07/2017;17:03:31
72;13847;32.59;22.82;22.161;1526.36;0.45;18/07/2017;17:03:32
72;13848;32.60;22.82;22.168;1526.37;0.45;18/07/2017;17:03:33
72;13849;32.63;22.83;22.189;1526.42;0.46;18/07/2017;17:03:34
72;13850;32.60;22.83;22.166;1526.39;0.45;18/07/2017;17:03:35
72;13851;32.59;22.83;22.158;1526.38;0.45;18/07/2017;17:03:36
72;13852;32.60;22.83;22.167;1526.38;0.45;18/07/2017;17:03:37
72;13853;32.60;22.83;22.167;1526.38;0.45;18/07/2017;17:03:38
72;13854;32.60;22.83;22.167;1526.37;0.45;18/07/2017;17:03:39
72;13855;32.60;22.83;22.167;1526.38;0.45;18/07/2017;17:03:40
72;13856;32.62;22.83;22.182;1526.40;0.45;18/07/2017;17:03:41
72;13857;32.65;22.84;22.201;1526.47;0.44;18/07/2017;17:03:42
72;13858;32.64;22.84;22.194;1526.46;0.45;18/07/2017;17:03:43
72;13859;32.61;22.83;22.173;1526.41;0.45;18/07/2017;17:03:44
72;13860;32.60;22.83;22.166;1526.39;0.45;18/07/2017;17:03:45
72;13861;32.58;22.83;22.152;1526.36;0.46;18/07/2017;17:03:46
72;13862;32.61;22.83;22.174;1526.39;0.44;18/07/2017;17:03:47
72;13863;32.63;22.84;22.187;1526.44;0.44;18/07/2017;17:03:48
72;13864;32.65;22.84;22.200;1526.48;0.44;18/07/2017;17:03:49
72;13865;32.62;22.84;22.179;1526.43;0.44;18/07/2017;17:03:50
72;13866;32.64;22.84;22.194;1526.45;0.45;18/07/2017;17:03:51
72;13867;32.61;22.84;22.172;1526.41;0.45;18/07/2017;17:03:52
72;13868;32.59;22.83;22.159;1526.38;0.44;18/07/2017;17:03:53
72;13869;32.59;22.83;22.159;1526.38;0.45;18/07/2017;17:03:54
72;13870;32.60;22.83;22.166;1526.38;0.46;18/07/2017;17:03:55
72;13871;32.61;22.83;22.174;1526.39;0.46;18/07/2017;17:03:56
72;13872;32.60;22.83;22.166;1526.39;0.45;18/07/2017;17:03:57
72;13873;32.63;22.83;22.189;1526.42;0.45;18/07/2017;17:03:58
72;13874;32.63;22.84;22.187;1526.44;0.47;18/07/2017;17:03:59
72;13875;32.64;22.84;22.193;1526.46;0.47;18/07/2017;17:04:00
72;13876;32.66;22.84;22.208;1526.49;0.47;18/07/2017;17:04:01
72;13877;32.68;22.85;22.221;1526.53;0.47;18/07/2017;17:04:02
72;13878;32.67;22.85;22.214;1526.52;0.47;18/07/2017;17:04:03
72;13879;32.65;22.85;22.198;1526.49;0.47;18/07/2017;17:04:04
72;13880;32.63;22.85;22.185;1526.46;0.47;18/07/2017;17:04:05
72;13881;32.63;22.84;22.186;1526.44;0.46;18/07/2017;17:04:06
72;13882;32.64;22.84;22.194;1526.46;0.47;18/07/2017;17:04:07
72;13883;32.65;22.84;22.201;1526.47;0.48;18/07/2017;17:04:08
72;13884;32.68;22.85;22.221;1526.53;0.47;18/07/2017;17:04:09
72;13885;32.67;22.85;22.213;1526.53;0.47;18/07/2017;17:04:10
