From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
62;11486;33.48;22.71;22.892;1527.11;5.85;18/07/2017;9:08:35
62;11487;33.49;22.71;22.899;1527.13;5.85;18/07/2017;9:08:36
62;11488;33.49;22.70;22.900;1527.13;5.82;18/07/2017;9:08:37
62;11489;33.49;22.70;22.901;1527.11;5.68;18/07/2017;9:08:38
62;11490;33.48;22.70;22.893;1527.09;5.58;18/07/2017;9:08:39
62;11491;33.49;22.70;22.901;1527.10;5.60;18/07/2017;9:08:40
62;11492;33.49;22.70;22.901;1527.10;5.61;18/07/2017;9:08:41
62;11493;33.47;22.70;22.885;1527.08;5.48;18/07/2017;9:08:42
62;11494;33.48;22.70;22.892;1527.09;5.38;18/07/2017;9:08:43
62;11495;33.48;22.70;22.893;1527.09;5.40;18/07/2017;9:08:44
62;11496;33.49;22.70;22.900;1527.10;5.32;18/07/2017;9:08:45
62;11497;33.49;22.70;22.900;1527.09;5.21;18/07/2017;9:08:46
62;11498;33.49;22.69;22.900;1527.09;5.15;18/07/2017;9:08:47
62;11499;33.49;22.70;22.899;1527.09;5.17;18/07/2017;9:08:48
62;11500;33.49;22.70;22.898;1527.09;5.05;18/07/2017;9:08:49
62;11501;33.48;22.70;22.889;1527.08;4.94;18/07/2017;9:08:50
62;11502;33.49;22.70;22.897;1527.10;4.97;18/07/2017;9:08:51
62;11503;33.48;22.70;22.890;1527.08;5.04;18/07/2017;9:08:52
62;11504;33.48;22.70;22.890;1527.08;4.96;18/07/2017;9:08:53
62;11505;33.48;22.70;22.888;1527.09;4.80;18/07/2017;9:08:54
62;11506;33.48;22.71;22.887;1527.10;4.79;18/07/2017;9:08:55
62;11507;33.48;22.71;22.887;1527.10;4.75;18/07/2017;9:08:56
62;11508;33.47;22.71;22.879;1527.09;4.59;18/07/2017;9:08:57
62;11509;33.47;22.71;22.878;1527.09;4.51;18/07/2017;9:08:58
62;11510;33.47;22.71;22.878;1527.08;4.40;18/07/2017;9:08:59
62;11511;33.48;22.71;22.885;1527.09;4.31;18/07/2017;9:09:00
62;11512;33.47;22.71;22.876;1527.09;4.21;18/07/2017;9:09:01
62;11513;33.48;22.71;22.884;1527.10;4.21;18/07/2017;9:09:02
62;11514;33.47;22.71;22.876;1527.09;4.07;18/07/2017;9:09:03
62;11515;33.47;22.71;22.876;1527.08;4.03;18/07/2017;9:09:04
62;11516;33.48;22.71;22.883;1527.09;3.94;18/07/2017;9:09:05
62;11517;33.47;22.71;22.875;1527.07;3.75;18/07/2017;9:09:06
62;11518;33.46;22.71;22.866;1527.07;3.62;18/07/2017;9:09:07
62;11519;33.47;22.71;22.873;1527.08;3.47;18/07/2017;9:09:08
62;11520;33.48;22.71;22.879;1527.09;3.37;18/07/2017;9:09:09
62;11521;33.48;22.71;22.879;1527.09;3.31;18/07/2017;9:09:10
62;11522;33.47;22.71;22.870;1527.08;3.11;18/07/2017;9:09:11
62;11523;33.46;22.72;22.861;1527.07;2.91;18/07/2017;9:09:12
62;11524;33.41;22.71;22.824;1526.99;2.68;18/07/2017;9:09:13
62;11525;33.41;22.71;22.825;1526.99;2.59;18/07/2017;9:09:14
62;11526;33.41;22.71;22.824;1526.99;2.50;18/07/2017;9:09:15
62;11527;33.40;22.70;22.817;1526.97;2.44;18/07/2017;9:09:16
62;11528;33.40;22.71;22.816;1526.97;2.33;18/07/2017;9:09:17
62;11529;33.42;22.70;22.831;1526.98;2.18;18/07/2017;9:09:18
62;11530;33.38;22.70;22.801;1526.94;2.08;18/07/2017;9:09:19
62;11531;33.38;22.70;22.800;1526.94;1.92;18/07/2017;9:09:20
62;11532;33.36;22.70;22.785;1526.90;1.77;18/07/2017;9:09:21
62;11533;33.33;22.69;22.763;1526.85;1.54;18/07/2017;9:09:22
62;11534;33.32;22.69;22.756;1526.83;1.45;18/07/2017;9:09:23
62;11535;33.33;22.69;22.764;1526.82;1.32;18/07/2017;9:09:24
62;11536;33.32;22.69;22.756;1526.82;1.25;18/07/2017;9:09:25
62;11537;33.34;22.69;22.771;1526.83;1.24;18/07/2017;9:09:26
62;11538;33.34;22.69;22.770;1526.84;1.16;18/07/2017;9:09:27
62;11539;33.34;22.68;22.771;1526.82;0.96;18/07/2017;9:09:28
62;11540;33.29;22.68;22.734;1526.75;0.72;18/07/2017;9:09:29
62;11541;33.28;22.67;22.726;1526.73;0.49;18/07/2017;9:09:30
62;11542;33.27;22.68;22.717;1526.72;0.29;18/07/2017;9:09:31
62;11543;33.22;22.68;22.677;1526.68;0.13;18/07/2017;9:09:32
