From file: inhambane 180717
Ser;Meas;Sal.;Temp;Density;S. vel.;Press;Date;Time;;
67;12248;33.41;21.83;23.060;1524.66;0.00;18/07/2017;12:05:46
67;12248;33.41;21.83;23.060;1524.66;0.18;18/07/2017;12:05:48
67;12249;33.27;22.61;22.737;1526.54;0.44;18/07/2017;12:05:49
67;12250;33.16;22.77;22.609;1526.84;0.56;18/07/2017;12:05:50
67;12251;33.18;22.81;22.614;1526.96;0.72;18/07/2017;12:05:51
67;12252;33.18;22.81;22.612;1526.97;0.72;18/07/2017;12:05:52
67;12253;33.18;22.82;22.611;1526.99;0.72;18/07/2017;12:05:53
67;12254;33.18;22.82;22.611;1526.99;0.73;18/07/2017;12:05:54
67;12255;33.17;22.81;22.605;1526.96;0.71;18/07/2017;12:05:55
67;12256;33.17;22.81;22.605;1526.97;0.72;18/07/2017;12:05:56
67;12257;33.16;22.82;22.595;1526.97;0.72;18/07/2017;12:05:57
67;12258;33.17;22.82;22.603;1526.98;0.72;18/07/2017;12:05:58
67;12259;33.17;22.82;22.602;1526.99;0.73;18/07/2017;12:05:59
67;12260;33.17;22.82;22.602;1526.99;0.74;18/07/2017;12:06:00
67;12261;33.17;22.82;22.602;1526.99;0.76;18/07/2017;12:06:01
67;12262;33.17;22.82;22.603;1526.99;0.76;18/07/2017;12:06:02
67;12263;33.18;22.82;22.611;1526.99;0.75;18/07/2017;12:06:03
67;12264;33.18;22.81;22.612;1526.98;0.76;18/07/2017;12:06:04
67;12265;33.18;22.82;22.611;1526.99;0.76;18/07/2017;12:06:05
67;12266;33.18;22.82;22.611;1526.99;0.77;18/07/2017;12:06:06
67;12267;33.18;22.82;22.610;1527.00;0.78;18/07/2017;12:06:07
67;12268;33.18;22.82;22.611;1526.99;0.78;18/07/2017;12:06:08
67;12269;33.17;22.82;22.604;1526.98;0.78;18/07/2017;12:06:09
67;12270;33.17;22.82;22.604;1526.97;0.78;18/07/2017;12:06:10
67;12271;33.17;22.82;22.604;1526.98;0.77;18/07/2017;12:06:11
67;12272;33.18;22.81;22.612;1526.98;0.77;18/07/2017;12:06:12
67;12273;33.16;22.81;22.597;1526.97;0.76;18/07/2017;12:06:13
67;12274;33.16;22.83;22.593;1526.99;0.76;18/07/2017;12:06:14
67;12275;33.17;22.83;22.599;1527.01;0.76;18/07/2017;12:06:15
67;12276;33.16;22.83;22.592;1527.00;0.75;18/07/2017;12:06:16
67;12277;33.18;22.82;22.609;1527.00;0.76;18/07/2017;12:06:17
67;12278;33.15;22.84;22.581;1527.02;0.75;18/07/2017;12:06:18
67;12279;33.17;22.84;22.597;1527.03;0.76;18/07/2017;12:06:19
67;12280;33.16;22.83;22.591;1527.01;0.76;18/07/2017;12:06:20
67;12281;33.15;22.84;22.581;1527.02;0.75;18/07/2017;12:06:21
67;12282;33.17;22.83;22.599;1527.01;0.73;18/07/2017;12:06:22
67;12283;33.16;22.83;22.593;1527.00;0.75;18/07/2017;12:06:23
67;12284;33.15;22.84;22.582;1527.01;0.74;18/07/2017;12:06:24
67;12285;33.16;22.84;22.590;1527.02;0.74;18/07/2017;12:06:25
67;12286;33.15;22.83;22.584;1526.99;0.71;18/07/2017;12:06:26
67;12287;33.17;22.83;22.601;1527.01;0.70;18/07/2017;12:06:27
67;12288;33.16;22.83;22.592;1527.00;0.69;18/07/2017;12:06:28
67;12289;33.16;22.84;22.590;1527.02;0.69;18/07/2017;12:06:29
67;12290;33.14;22.84;22.573;1527.01;0.68;18/07/2017;12:06:30
67;12291;33.13;22.84;22.565;1527.01;0.66;18/07/2017;12:06:31
67;12292;33.14;22.84;22.573;1527.01;0.66;18/07/2017;12:06:32
67;12293;33.16;22.83;22.590;1527.02;0.66;18/07/2017;12:06:33
67;12294;33.15;22.83;22.583;1527.00;0.66;18/07/2017;12:06:34
