From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
26;5386;32.20;29.043;19.952;0.17;04/02/2019;13:32:06
26;5387;32.24;28.970;20.006;0.17;04/02/2019;13:32:07
26;5388;32.24;28.945;20.014;0.14;04/02/2019;13:32:08
26;5389;32.26;28.939;20.032;0.16;04/02/2019;13:32:09
26;5390;32.25;28.943;20.023;0.17;04/02/2019;13:32:10
26;5391;32.24;28.931;20.019;0.14;04/02/2019;13:32:11
26;5392;32.23;28.938;20.009;0.17;04/02/2019;13:32:12
26;5393;32.24;28.934;20.018;0.16;04/02/2019;13:32:13
26;5394;32.24;28.931;20.019;0.15;04/02/2019;13:32:14
26;5395;32.24;28.930;20.019;0.13;04/02/2019;13:32:15
26;5396;32.24;28.928;20.020;0.17;04/02/2019;13:32:16
26;5397;32.23;28.931;20.012;0.13;04/02/2019;13:32:17
26;5398;32.24;28.929;20.020;0.15;04/02/2019;13:32:18
26;5399;32.24;28.928;20.020;0.17;04/02/2019;13:32:19
26;5400;32.24;28.929;20.020;0.15;04/02/2019;13:32:20
26;5401;32.24;28.927;20.020;0.15;04/02/2019;13:32:21
26;5402;32.24;28.929;20.020;0.19;04/02/2019;13:32:22
26;5403;32.23;28.931;20.011;0.11;04/02/2019;13:32:23
26;5404;32.24;28.930;20.019;0.14;04/02/2019;13:32:24
26;5405;32.25;28.932;20.026;0.17;04/02/2019;13:32:25
26;5406;32.23;28.930;20.012;0.15;04/02/2019;13:32:26
26;5407;32.24;28.929;20.020;0.15;04/02/2019;13:32:27
26;5408;32.24;28.929;20.020;0.17;04/02/2019;13:32:28
26;5409;32.24;28.928;20.020;0.17;04/02/2019;13:32:29
26;5410;32.24;28.928;20.020;0.19;04/02/2019;13:32:30
26;5411;32.25;28.930;20.027;0.16;04/02/2019;13:32:31
26;5412;32.24;28.928;20.020;0.19;04/02/2019;13:32:32
26;5413;32.24;28.929;20.020;0.19;04/02/2019;13:32:33
26;5414;32.25;28.930;20.027;0.21;04/02/2019;13:32:34
26;5415;32.25;28.933;20.026;0.21;04/02/2019;13:32:35
26;5416;32.24;28.927;20.021;0.19;04/02/2019;13:32:36
26;5417;32.24;28.928;20.020;0.23;04/02/2019;13:32:37
26;5418;32.24;28.930;20.020;0.28;04/02/2019;13:32:38
26;5419;32.25;28.930;20.028;0.44;04/02/2019;13:32:39
26;5420;32.26;28.937;20.034;0.51;04/02/2019;13:32:40
26;5421;32.26;28.938;20.034;0.58;04/02/2019;13:32:41
26;5422;32.26;28.936;20.035;0.63;04/02/2019;13:32:42
26;5423;32.27;28.936;20.042;0.70;04/02/2019;13:32:43
26;5424;32.26;28.935;20.035;0.74;04/02/2019;13:32:44
26;5425;32.26;28.933;20.036;0.79;04/02/2019;13:32:45
26;5426;32.25;28.936;20.028;0.86;04/02/2019;13:32:46
26;5427;32.24;28.936;20.021;0.86;04/02/2019;13:32:47
26;5428;32.25;28.943;20.026;0.95;04/02/2019;13:32:48
26;5429;32.26;28.942;20.034;1.03;04/02/2019;13:32:49
26;5430;32.25;28.940;20.028;1.09;04/02/2019;13:32:50
26;5431;32.25;28.932;20.031;1.15;04/02/2019;13:32:51
26;5432;32.26;28.930;20.039;1.24;04/02/2019;13:32:52
26;5433;32.27;28.930;20.047;1.30;04/02/2019;13:32:53
26;5434;32.25;28.926;20.033;1.35;04/02/2019;13:32:54
26;5435;32.26;28.923;20.042;1.43;04/02/2019;13:32:55
26;5436;32.24;28.927;20.026;1.54;04/02/2019;13:32:56
26;5437;32.26;28.926;20.042;1.56;04/02/2019;13:32:57
26;5438;32.25;28.923;20.036;1.63;04/02/2019;13:32:58
26;5439;32.27;28.923;20.051;1.67;04/02/2019;13:32:59
26;5440;32.27;28.922;20.052;1.78;04/02/2019;13:33:00
26;5441;32.26;28.924;20.044;1.89;04/02/2019;13:33:01
26;5442;32.27;28.924;20.052;1.97;04/02/2019;13:33:02
26;5443;32.27;28.922;20.053;2.03;04/02/2019;13:33:03
26;5444;32.27;28.922;20.053;2.10;04/02/2019;13:33:04
26;5445;32.27;28.921;20.054;2.18;04/02/2019;13:33:05
26;5446;32.25;28.920;20.039;2.19;04/02/2019;13:33:06
26;5447;32.26;28.922;20.046;2.29;04/02/2019;13:33:07
26;5448;32.26;28.922;20.047;2.36;04/02/2019;13:33:08
26;5449;32.25;28.921;20.040;2.43;04/02/2019;13:33:09
26;5450;32.26;28.921;20.048;2.55;04/02/2019;13:33:10
26;5451;32.25;28.922;20.041;2.72;04/02/2019;13:33:11
26;5452;32.26;28.920;20.049;2.88;04/02/2019;13:33:12
26;5453;32.26;28.919;20.050;2.95;04/02/2019;13:33:13
26;5454;32.26;28.920;20.050;3.05;04/02/2019;13:33:14
26;5455;32.27;28.920;20.058;3.13;04/02/2019;13:33:15
26;5456;32.27;28.920;20.058;3.19;04/02/2019;13:33:16
26;5457;32.26;28.919;20.051;3.27;04/02/2019;13:33:17
26;5458;32.25;28.921;20.044;3.31;04/02/2019;13:33:18
26;5459;32.27;28.919;20.060;3.40;04/02/2019;13:33:19
26;5460;32.26;28.920;20.052;3.50;04/02/2019;13:33:20
26;5461;32.27;28.918;20.060;3.54;04/02/2019;13:33:21
26;5462;32.27;28.918;20.061;3.66;04/02/2019;13:33:22
26;5463;32.27;28.916;20.062;3.71;04/02/2019;13:33:23
26;5464;32.27;28.917;20.062;3.83;04/02/2019;13:33:24
26;5465;32.26;28.918;20.055;3.91;04/02/2019;13:33:25
26;5466;32.27;28.916;20.063;4.00;04/02/2019;13:33:26
26;5467;32.27;28.917;20.064;4.17;04/02/2019;13:33:27
26;5468;32.26;28.918;20.056;4.26;04/02/2019;13:33:28
26;5469;32.27;28.918;20.064;4.31;04/02/2019;13:33:29
26;5470;32.27;28.919;20.064;4.43;04/02/2019;13:33:30
26;5471;32.26;28.919;20.057;4.55;04/02/2019;13:33:31
26;5472;32.27;28.917;20.065;4.63;04/02/2019;13:33:32
26;5473;32.27;28.913;20.067;4.67;04/02/2019;13:33:33
26;5474;32.27;28.914;20.067;4.75;04/02/2019;13:33:34
26;5475;32.27;28.915;20.067;4.79;04/02/2019;13:33:35
26;5476;32.28;28.914;20.075;4.85;04/02/2019;13:33:36
26;5477;32.27;28.914;20.068;4.96;04/02/2019;13:33:37
26;5478;32.28;28.914;20.076;5.06;04/02/2019;13:33:38
26;5479;32.28;28.914;20.076;5.14;04/02/2019;13:33:39
26;5480;32.28;28.915;20.076;5.23;04/02/2019;13:33:40
26;5481;32.27;28.915;20.069;5.29;04/02/2019;13:33:41
26;5482;32.26;28.914;20.062;5.38;04/02/2019;13:33:42
26;5483;32.28;28.915;20.077;5.42;04/02/2019;13:33:43
26;5484;32.27;28.912;20.071;5.44;04/02/2019;13:33:44
26;5485;32.27;28.913;20.070;5.44;04/02/2019;13:33:45
26;5486;32.27;28.915;20.070;5.48;04/02/2019;13:33:46
26;5487;32.27;28.919;20.069;5.53;04/02/2019;13:33:47
26;5488;32.27;28.918;20.069;5.56;04/02/2019;13:33:48
26;5489;32.28;28.917;20.077;5.58;04/02/2019;13:33:49
26;5490;32.26;28.915;20.063;5.61;04/02/2019;13:33:50
26;5491;32.27;28.915;20.070;5.63;04/02/2019;13:33:51
26;5492;32.27;28.916;20.071;5.73;04/02/2019;13:33:52
26;5493;32.27;28.918;20.070;5.79;04/02/2019;13:33:53
26;5494;32.28;28.919;20.077;5.82;04/02/2019;13:33:54
26;5495;32.26;28.914;20.063;5.51;04/02/2019;13:33:55
26;5496;32.28;28.914;20.078;5.48;04/02/2019;13:33:56
26;5497;32.26;28.915;20.062;5.47;04/02/2019;13:33:57
26;5498;32.26;28.914;20.063;5.47;04/02/2019;13:33:58
26;5499;32.26;28.913;20.063;5.47;04/02/2019;13:33:59
26;5500;32.28;28.911;20.078;5.44;04/02/2019;13:34:00
26;5501;32.28;28.914;20.077;5.35;04/02/2019;13:34:01
26;5502;32.27;28.911;20.070;5.13;04/02/2019;13:34:02
26;5503;32.27;28.911;20.069;4.99;04/02/2019;13:34:03
26;5504;32.27;28.911;20.069;4.90;04/02/2019;13:34:04
26;5505;32.27;28.914;20.067;4.70;04/02/2019;13:34:05
26;5506;32.27;28.912;20.067;4.61;04/02/2019;13:34:06
26;5507;32.27;28.913;20.066;4.46;04/02/2019;13:34:07
26;5508;32.27;28.916;20.065;4.36;04/02/2019;13:34:08
26;5509;32.26;28.919;20.055;4.20;04/02/2019;13:34:09
26;5510;32.26;28.917;20.056;4.13;04/02/2019;13:34:10
26;5511;32.26;28.915;20.056;3.92;04/02/2019;13:34:11
26;5512;32.27;28.917;20.062;3.82;04/02/2019;13:34:12
26;5513;32.26;28.915;20.055;3.68;04/02/2019;13:34:13
26;5514;32.26;28.916;20.054;3.55;04/02/2019;13:34:14
26;5515;32.25;28.919;20.045;3.42;04/02/2019;13:34:15
26;5516;32.25;28.917;20.045;3.28;04/02/2019;13:34:16
26;5517;32.27;28.917;20.059;3.18;04/02/2019;13:34:17
26;5518;32.27;28.917;20.059;3.07;04/02/2019;13:34:18
26;5519;32.26;28.919;20.050;2.89;04/02/2019;13:34:19
26;5520;32.26;28.918;20.050;2.79;04/02/2019;13:34:20
26;5521;32.26;28.919;20.049;2.77;04/02/2019;13:34:21
26;5522;32.27;28.917;20.057;2.60;04/02/2019;13:34:22
26;5523;32.26;28.918;20.048;2.47;04/02/2019;13:34:23
26;5524;32.27;28.919;20.055;2.25;04/02/2019;13:34:24
26;5525;32.27;28.922;20.053;2.08;04/02/2019;13:34:25
26;5526;32.27;28.922;20.052;1.88;04/02/2019;13:34:26
26;5527;32.25;28.922;20.037;1.80;04/02/2019;13:34:27
26;5528;32.25;28.921;20.036;1.61;04/02/2019;13:34:28
26;5529;32.26;28.919;20.044;1.54;04/02/2019;13:34:29
26;5530;32.26;28.918;20.044;1.37;04/02/2019;13:34:30
26;5531;32.26;28.919;20.043;1.31;04/02/2019;13:34:31
26;5532;32.26;28.916;20.044;1.21;04/02/2019;13:34:32
26;5533;32.26;28.918;20.043;1.12;04/02/2019;13:34:33
26;5534;32.27;28.923;20.048;0.94;04/02/2019;13:34:34
26;5535;32.26;28.931;20.037;0.79;04/02/2019;13:34:35
26;5536;32.26;28.932;20.036;0.66;04/02/2019;13:34:36
26;5537;32.25;28.938;20.025;0.41;04/02/2019;13:34:37
26;5538;32.25;28.939;20.025;0.27;04/02/2019;13:34:38
