From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
37;7335;32.20;28.954;19.983;0.43;04/02/2019;17:29:25
37;7336;32.18;28.953;19.968;0.46;04/02/2019;17:29:26
37;7337;32.20;28.955;19.983;0.47;04/02/2019;17:29:27
37;7338;32.20;28.949;19.985;0.50;04/02/2019;17:29:28
37;7339;32.22;28.949;20.000;0.49;04/02/2019;17:29:29
37;7340;32.21;28.948;19.993;0.53;04/02/2019;17:29:30
37;7341;32.23;28.943;20.009;0.53;04/02/2019;17:29:31
37;7342;32.21;28.945;19.994;0.53;04/02/2019;17:29:32
37;7343;32.21;28.951;19.992;0.55;04/02/2019;17:29:33
37;7344;32.21;28.952;19.991;0.55;04/02/2019;17:29:34
37;7345;32.21;28.951;19.992;0.54;04/02/2019;17:29:35
37;7346;32.22;28.952;19.999;0.56;04/02/2019;17:29:36
37;7347;32.20;28.956;19.983;0.53;04/02/2019;17:29:37
37;7348;32.26;28.937;20.034;0.56;04/02/2019;17:29:38
37;7349;32.28;28.921;20.054;0.55;04/02/2019;17:29:39
37;7350;32.27;28.922;20.046;0.55;04/02/2019;17:29:40
37;7351;32.27;28.916;20.048;0.55;04/02/2019;17:29:41
37;7352;32.27;28.916;20.048;0.55;04/02/2019;17:29:42
37;7353;32.27;28.920;20.047;0.52;04/02/2019;17:29:43
37;7354;32.26;28.933;20.035;0.57;04/02/2019;17:29:44
37;7355;32.23;28.943;20.009;0.50;04/02/2019;17:29:45
37;7356;32.22;28.944;20.001;0.52;04/02/2019;17:29:46
37;7357;32.22;28.942;20.002;0.55;04/02/2019;17:29:47
37;7358;32.23;28.939;20.010;0.49;04/02/2019;17:29:48
37;7359;32.21;28.947;19.993;0.53;04/02/2019;17:29:49
37;7360;32.20;28.942;19.987;0.52;04/02/2019;17:29:50
37;7361;32.21;28.942;19.995;0.53;04/02/2019;17:29:51
37;7362;32.20;28.954;19.983;0.53;04/02/2019;17:29:52
37;7363;32.20;28.956;19.983;0.53;04/02/2019;17:29:53
37;7364;32.18;28.959;19.967;0.56;04/02/2019;17:29:54
37;7365;32.17;28.960;19.959;0.56;04/02/2019;17:29:55
37;7366;32.14;28.962;19.936;0.57;04/02/2019;17:29:56
37;7367;32.18;28.964;19.965;0.59;04/02/2019;17:29:57
37;7368;32.19;28.967;19.972;0.57;04/02/2019;17:29:58
37;7369;32.16;28.964;19.950;0.56;04/02/2019;17:29:59
37;7370;32.21;28.950;19.992;0.60;04/02/2019;17:30:00
37;7371;32.24;28.933;20.021;0.64;04/02/2019;17:30:01
37;7372;32.25;28.930;20.029;0.68;04/02/2019;17:30:02
37;7373;32.25;28.926;20.031;0.69;04/02/2019;17:30:03
37;7374;32.24;28.925;20.023;0.69;04/02/2019;17:30:04
37;7375;32.25;28.924;20.031;0.73;04/02/2019;17:30:05
37;7376;32.25;28.926;20.031;0.73;04/02/2019;17:30:06
37;7377;32.24;28.932;20.021;0.72;04/02/2019;17:30:07
37;7378;32.22;28.936;20.005;0.76;04/02/2019;17:30:08
37;7379;32.21;28.933;19.999;0.77;04/02/2019;17:30:09
37;7380;32.22;28.934;20.006;0.75;04/02/2019;17:30:10
37;7381;32.23;28.941;20.011;0.77;04/02/2019;17:30:11
37;7382;32.20;28.955;19.984;0.77;04/02/2019;17:30:12
37;7383;32.20;28.958;19.983;0.76;04/02/2019;17:30:13
37;7384;32.22;28.950;20.001;0.78;04/02/2019;17:30:14
37;7385;32.21;28.952;19.992;0.78;04/02/2019;17:30:15
37;7386;32.24;28.946;20.017;0.78;04/02/2019;17:30:16
37;7387;32.26;28.926;20.038;0.77;04/02/2019;17:30:17
37;7388;32.27;28.918;20.049;0.75;04/02/2019;17:30:18
37;7389;32.28;28.910;20.059;0.74;04/02/2019;17:30:19
37;7390;32.28;28.912;20.058;0.74;04/02/2019;17:30:20
37;7391;32.29;28.908;20.067;0.72;04/02/2019;17:30:21
37;7392;32.28;28.909;20.059;0.74;04/02/2019;17:30:22
37;7393;32.28;28.910;20.059;0.72;04/02/2019;17:30:23
37;7394;32.29;28.909;20.066;0.75;04/02/2019;17:30:24
37;7395;32.25;28.919;20.033;0.75;04/02/2019;17:30:25
37;7396;32.23;28.924;20.017;0.77;04/02/2019;17:30:26
37;7397;32.18;28.924;19.979;0.76;04/02/2019;17:30:27
37;7398;32.23;28.930;20.015;0.79;04/02/2019;17:30:28
37;7399;32.22;28.932;20.007;0.84;04/02/2019;17:30:29
37;7400;32.23;28.934;20.014;0.87;04/02/2019;17:30:30
37;7401;32.23;28.942;20.012;1.02;04/02/2019;17:30:31
37;7402;32.25;28.940;20.028;1.13;04/02/2019;17:30:32
37;7403;32.25;28.931;20.031;1.24;04/02/2019;17:30:33
37;7404;32.26;28.929;20.040;1.35;04/02/2019;17:30:34
37;7405;32.26;28.926;20.041;1.42;04/02/2019;17:30:35
37;7406;32.26;28.924;20.042;1.47;04/02/2019;17:30:36
37;7407;32.26;28.926;20.042;1.51;04/02/2019;17:30:37
37;7408;32.26;28.926;20.042;1.59;04/02/2019;17:30:38
37;7409;32.28;28.914;20.061;1.69;04/02/2019;17:30:39
37;7410;32.30;28.911;20.078;1.78;04/02/2019;17:30:40
37;7411;32.28;28.914;20.062;1.91;04/02/2019;17:30:41
37;7412;32.28;28.917;20.062;2.02;04/02/2019;17:30:42
37;7413;32.27;28.918;20.054;2.13;04/02/2019;17:30:43
37;7414;32.27;28.923;20.053;2.28;04/02/2019;17:30:44
37;7415;32.26;28.922;20.047;2.34;04/02/2019;17:30:45
37;7416;32.27;28.919;20.056;2.46;04/02/2019;17:30:46
37;7417;32.27;28.917;20.056;2.52;04/02/2019;17:30:47
37;7418;32.28;28.915;20.065;2.59;04/02/2019;17:30:48
37;7419;32.28;28.912;20.066;2.73;04/02/2019;17:30:49
37;7420;32.30;28.910;20.083;2.85;04/02/2019;17:30:50
37;7421;32.29;28.913;20.075;3.00;04/02/2019;17:30:51
37;7422;32.30;28.911;20.084;3.16;04/02/2019;17:30:52
37;7423;32.29;28.908;20.078;3.32;04/02/2019;17:30:53
37;7424;32.30;28.906;20.086;3.42;04/02/2019;17:30:54
37;7425;32.29;28.908;20.079;3.54;04/02/2019;17:30:55
37;7426;32.30;28.910;20.086;3.63;04/02/2019;17:30:56
37;7427;32.30;28.912;20.086;3.73;04/02/2019;17:30:57
37;7428;32.30;28.910;20.087;3.87;04/02/2019;17:30:58
37;7429;32.30;28.908;20.088;4.04;04/02/2019;17:30:59
37;7430;32.30;28.905;20.090;4.13;04/02/2019;17:31:00
37;7431;32.30;28.904;20.091;4.25;04/02/2019;17:31:01
37;7432;32.31;28.905;20.099;4.43;04/02/2019;17:31:02
37;7433;32.31;28.902;20.100;4.45;04/02/2019;17:31:03
37;7434;32.31;28.905;20.099;4.53;04/02/2019;17:31:04
37;7435;32.30;28.908;20.091;4.69;04/02/2019;17:31:05
37;7436;32.32;28.905;20.108;4.81;04/02/2019;17:31:06
37;7437;32.32;28.906;20.108;4.84;04/02/2019;17:31:07
37;7438;32.31;28.905;20.101;4.91;04/02/2019;17:31:08
37;7439;32.31;28.902;20.102;4.92;04/02/2019;17:31:09
37;7440;32.32;28.902;20.109;4.93;04/02/2019;17:31:10
37;7441;32.32;28.903;20.109;4.97;04/02/2019;17:31:11
37;7442;32.32;28.904;20.109;4.98;04/02/2019;17:31:12
37;7443;32.32;28.902;20.110;5.02;04/02/2019;17:31:13
37;7444;32.32;28.903;20.109;5.00;04/02/2019;17:31:14
37;7445;32.33;28.901;20.117;4.98;04/02/2019;17:31:15
37;7446;32.32;28.902;20.109;4.98;04/02/2019;17:31:16
37;7447;32.33;28.901;20.117;4.99;04/02/2019;17:31:17
37;7448;32.32;28.903;20.109;4.99;04/02/2019;17:31:18
37;7449;32.32;28.902;20.110;5.00;04/02/2019;17:31:19
37;7450;32.32;28.900;20.110;4.96;04/02/2019;17:31:20
37;7451;32.32;28.902;20.110;5.05;04/02/2019;17:31:21
37;7452;32.32;28.904;20.109;5.06;04/02/2019;17:31:22
37;7453;32.32;28.902;20.110;5.06;04/02/2019;17:31:23
37;7454;32.32;28.903;20.109;5.03;04/02/2019;17:31:24
37;7455;32.32;28.903;20.109;4.98;04/02/2019;17:31:25
37;7456;32.31;28.902;20.102;4.96;04/02/2019;17:31:26
37;7457;32.31;28.902;20.102;4.96;04/02/2019;17:31:27
37;7458;32.30;28.904;20.094;4.95;04/02/2019;17:31:28
37;7459;32.31;28.903;20.101;4.95;04/02/2019;17:31:29
37;7460;32.31;28.900;20.102;4.95;04/02/2019;17:31:30
37;7461;32.32;28.900;20.110;4.95;04/02/2019;17:31:31
37;7462;32.31;28.899;20.103;4.95;04/02/2019;17:31:32
37;7463;32.32;28.898;20.111;4.95;04/02/2019;17:31:33
37;7464;32.32;28.899;20.110;4.95;04/02/2019;17:31:34
37;7465;32.32;28.900;20.110;4.94;04/02/2019;17:31:35
37;7466;32.31;28.904;20.101;4.92;04/02/2019;17:31:36
37;7467;32.32;28.901;20.110;4.92;04/02/2019;17:31:37
37;7468;32.32;28.901;20.109;4.91;04/02/2019;17:31:38
37;7469;32.33;28.901;20.117;4.92;04/02/2019;17:31:39
37;7470;32.32;28.901;20.110;4.92;04/02/2019;17:31:40
37;7471;32.32;28.900;20.110;4.87;04/02/2019;17:31:41
37;7472;32.32;28.900;20.109;4.76;04/02/2019;17:31:42
37;7473;32.32;28.899;20.108;4.51;04/02/2019;17:31:43
37;7474;32.32;28.899;20.108;4.32;04/02/2019;17:31:44
37;7475;32.31;28.903;20.097;4.00;04/02/2019;17:31:45
37;7476;32.30;28.907;20.088;3.78;04/02/2019;17:31:46
37;7477;32.29;28.908;20.080;3.78;04/02/2019;17:31:47
37;7478;32.31;28.906;20.095;3.67;04/02/2019;17:31:48
37;7479;32.29;28.907;20.079;3.49;04/02/2019;17:31:49
37;7480;32.27;28.915;20.061;3.34;04/02/2019;17:31:50
