From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
13;2532;31.13;28.858;19.211;0.16;04/02/2019;7:31:19
13;2533;31.13;28.857;19.212;0.16;04/02/2019;7:31:20
13;2534;31.14;28.851;19.221;0.19;04/02/2019;7:31:21
13;2535;31.13;28.847;19.215;0.15;04/02/2019;7:31:22
13;2536;31.14;28.833;19.227;0.24;04/02/2019;7:31:23
13;2537;31.13;28.826;19.222;0.19;04/02/2019;7:31:24
13;2538;31.15;28.829;19.236;0.17;04/02/2019;7:31:25
13;2539;31.15;28.819;19.239;0.17;04/02/2019;7:31:26
13;2540;31.15;28.830;19.235;0.16;04/02/2019;7:31:27
13;2541;31.15;28.812;19.241;0.17;04/02/2019;7:31:28
13;2542;31.18;28.778;19.275;0.19;04/02/2019;7:31:29
13;2543;31.19;28.758;19.289;0.20;04/02/2019;7:31:30
13;2544;31.19;28.769;19.286;0.23;04/02/2019;7:31:31
13;2545;31.19;28.774;19.284;0.26;04/02/2019;7:31:32
13;2546;31.18;28.770;19.278;0.27;04/02/2019;7:31:33
13;2547;31.19;28.762;19.288;0.29;04/02/2019;7:31:34
13;2548;31.22;28.738;19.319;0.29;04/02/2019;7:31:35
13;2549;31.22;28.734;19.320;0.28;04/02/2019;7:31:36
13;2550;31.21;28.741;19.310;0.25;04/02/2019;7:31:37
13;2551;31.16;28.782;19.259;0.28;04/02/2019;7:31:38
13;2552;31.15;28.817;19.240;0.19;04/02/2019;7:31:39
13;2553;31.15;28.825;19.238;0.32;04/02/2019;7:31:40
13;2554;31.15;28.825;19.237;0.24;04/02/2019;7:31:41
13;2555;31.15;28.822;19.239;0.33;04/02/2019;7:31:42
13;2556;31.14;28.831;19.228;0.35;04/02/2019;7:31:43
13;2557;31.15;28.814;19.242;0.45;04/02/2019;7:31:44
13;2558;31.18;28.806;19.267;0.47;04/02/2019;7:31:45
13;2559;31.17;28.796;19.263;0.49;04/02/2019;7:31:46
13;2560;31.18;28.786;19.274;0.53;04/02/2019;7:31:47
13;2561;31.19;28.781;19.283;0.61;04/02/2019;7:31:48
13;2562;31.18;28.782;19.276;0.70;04/02/2019;7:31:49
13;2563;31.22;28.745;19.318;0.70;04/02/2019;7:31:50
13;2564;31.21;28.754;19.308;0.81;04/02/2019;7:31:51
13;2565;31.24;28.711;19.345;0.89;04/02/2019;7:31:52
13;2566;31.24;28.723;19.341;0.96;04/02/2019;7:31:53
13;2567;31.23;28.718;19.336;0.96;04/02/2019;7:31:54
13;2568;31.26;28.688;19.368;1.04;04/02/2019;7:31:55
13;2569;31.29;28.673;19.396;1.10;04/02/2019;7:31:56
13;2570;31.25;28.684;19.363;1.21;04/02/2019;7:31:57
13;2571;31.25;28.689;19.362;1.30;04/02/2019;7:31:58
13;2572;31.25;28.692;19.361;1.34;04/02/2019;7:31:59
13;2573;31.27;28.681;19.380;1.41;04/02/2019;7:32:00
13;2574;31.28;28.669;19.391;1.48;04/02/2019;7:32:01
13;2575;31.30;28.659;19.410;1.54;04/02/2019;7:32:02
13;2576;31.27;28.679;19.381;1.58;04/02/2019;7:32:03
13;2577;31.27;28.685;19.379;1.57;04/02/2019;7:32:04
13;2578;31.27;28.682;19.380;1.61;04/02/2019;7:32:05
13;2579;31.26;28.689;19.371;1.65;04/02/2019;7:32:06
13;2580;31.26;28.682;19.373;1.77;04/02/2019;7:32:07
13;2581;31.27;28.679;19.382;1.88;04/02/2019;7:32:08
13;2582;31.26;28.686;19.373;1.90;04/02/2019;7:32:09
13;2583;31.26;28.699;19.369;2.02;04/02/2019;7:32:10
13;2584;31.25;28.701;19.361;2.16;04/02/2019;7:32:11
13;2585;31.25;28.705;19.361;2.31;04/02/2019;7:32:12
13;2586;31.26;28.692;19.372;2.33;04/02/2019;7:32:13
13;2587;31.25;28.693;19.365;2.34;04/02/2019;7:32:14
13;2588;31.26;28.690;19.373;2.37;04/02/2019;7:32:15
13;2589;31.28;28.671;19.395;2.40;04/02/2019;7:32:16
13;2590;31.28;28.668;19.396;2.39;04/02/2019;7:32:17
13;2591;31.28;28.665;19.397;2.44;04/02/2019;7:32:18
13;2592;31.25;28.694;19.365;2.52;04/02/2019;7:32:19
13;2593;31.24;28.704;19.355;2.57;04/02/2019;7:32:20
13;2594;31.25;28.699;19.364;2.63;04/02/2019;7:32:21
13;2595;31.27;28.688;19.383;2.68;04/02/2019;7:32:22
13;2596;31.26;28.694;19.373;2.68;04/02/2019;7:32:23
13;2597;31.25;28.703;19.363;2.69;04/02/2019;7:32:24
13;2598;31.26;28.681;19.378;2.75;04/02/2019;7:32:25
13;2599;31.31;28.658;19.423;2.86;04/02/2019;7:32:26
13;2600;31.32;28.652;19.433;2.93;04/02/2019;7:32:27
13;2601;31.28;28.659;19.401;3.01;04/02/2019;7:32:28
13;2602;31.29;28.661;19.408;3.08;04/02/2019;7:32:29
