From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
10;381;30.24;28.578;18.635;0.06;04/02/2019;6:05:49
10;382;31.70;28.580;19.730;0.14;04/02/2019;6:05:50
10;383;31.70;28.582;19.729;0.14;04/02/2019;6:05:51
10;384;31.69;28.583;19.721;0.15;04/02/2019;6:05:52
10;385;31.71;28.583;19.736;0.22;04/02/2019;6:05:53
10;386;31.70;28.582;19.729;0.25;04/02/2019;6:05:54
10;387;31.73;28.581;19.752;0.23;04/02/2019;6:05:55
10;388;31.72;28.580;19.745;0.17;04/02/2019;6:05:56
10;389;31.72;28.579;19.745;0.14;04/02/2019;6:05:57
10;390;31.72;28.581;19.744;0.15;04/02/2019;6:05:58
10;391;31.73;28.579;19.753;0.26;04/02/2019;6:05:59
10;392;31.66;28.580;19.700;0.29;04/02/2019;6:06:00
10;393;31.73;28.581;19.753;0.33;04/02/2019;6:06:01
10;394;31.68;28.581;19.715;0.37;04/02/2019;6:06:02
10;395;31.67;28.585;19.706;0.27;04/02/2019;6:06:03
10;396;31.67;28.585;19.706;0.17;04/02/2019;6:06:04
10;397;31.67;28.584;19.706;0.16;04/02/2019;6:06:05
10;398;31.67;28.583;19.706;0.14;04/02/2019;6:06:06
10;399;31.61;28.583;19.661;0.13;04/02/2019;6:06:07
10;400;31.68;28.582;19.714;0.15;04/02/2019;6:06:08
10;401;31.69;28.581;19.722;0.12;04/02/2019;6:06:09
10;402;31.69;28.581;19.722;0.13;04/02/2019;6:06:10
10;403;31.67;28.581;19.707;0.09;04/02/2019;6:06:11
10;404;31.74;28.582;19.759;0.16;04/02/2019;6:06:12
10;405;31.71;28.580;19.737;0.11;04/02/2019;6:06:13
10;406;31.72;28.581;19.744;0.13;04/02/2019;6:06:14
10;407;31.70;28.582;19.729;0.25;04/02/2019;6:06:15
10;408;31.74;28.579;19.761;0.32;04/02/2019;6:06:16
10;409;31.49;28.581;19.573;0.46;04/02/2019;6:06:17
10;410;31.79;28.580;19.799;0.54;04/02/2019;6:06:18
10;411;31.76;28.580;19.776;0.56;04/02/2019;6:06:19
10;412;31.76;28.581;19.776;0.63;04/02/2019;6:06:20
10;413;31.79;28.579;19.800;0.77;04/02/2019;6:06:21
10;414;31.83;28.577;19.831;0.83;04/02/2019;6:06:22
10;415;31.76;28.579;19.778;0.93;04/02/2019;6:06:23
10;416;31.81;28.580;19.816;1.03;04/02/2019;6:06:24
10;417;31.81;28.581;19.816;1.06;04/02/2019;6:06:25
10;418;31.83;28.579;19.832;1.20;04/02/2019;6:06:26
10;419;31.85;28.578;19.848;1.28;04/02/2019;6:06:27
10;420;31.79;28.579;19.803;1.37;04/02/2019;6:06:28
10;421;31.82;28.579;19.826;1.47;04/02/2019;6:06:29
10;422;31.77;28.579;19.788;1.50;04/02/2019;6:06:30
10;423;31.81;28.577;19.819;1.55;04/02/2019;6:06:31
10;424;31.79;28.580;19.804;1.67;04/02/2019;6:06:32
10;425;31.75;28.580;19.774;1.75;04/02/2019;6:06:33
10;426;31.75;28.581;19.774;1.80;04/02/2019;6:06:34
10;427;31.80;28.580;19.812;1.92;04/02/2019;6:06:35
10;428;31.80;28.577;19.814;2.05;04/02/2019;6:06:36
10;429;31.80;28.578;19.813;2.05;04/02/2019;6:06:37
10;430;31.74;28.579;19.768;2.06;04/02/2019;6:06:38
10;431;31.80;28.579;19.814;2.18;04/02/2019;6:06:39
