From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
16;3227;30.95;29.321;18.924;0.19;04/02/2019;9:01:01
16;3228;30.92;29.287;18.912;0.14;04/02/2019;9:01:02
16;3229;30.94;29.288;18.927;0.19;04/02/2019;9:01:03
16;3230;30.94;29.272;18.932;0.17;04/02/2019;9:01:04
16;3231;30.94;29.283;18.929;0.19;04/02/2019;9:01:05
16;3232;30.94;29.289;18.927;0.18;04/02/2019;9:01:06
16;3233;30.90;29.183;18.932;0.18;04/02/2019;9:01:07
16;3234;30.98;29.191;18.989;0.17;04/02/2019;9:01:08
16;3235;30.93;29.141;18.968;0.17;04/02/2019;9:01:09
16;3236;30.91;29.047;18.984;0.16;04/02/2019;9:01:10
16;3237;30.93;29.018;19.009;0.18;04/02/2019;9:01:11
16;3238;30.93;29.017;19.009;0.17;04/02/2019;9:01:12
16;3239;30.94;29.006;19.020;0.16;04/02/2019;9:01:13
16;3240;30.93;29.026;19.006;0.18;04/02/2019;9:01:14
16;3241;30.92;29.027;18.998;0.18;04/02/2019;9:01:15
16;3242;30.94;29.001;19.022;0.17;04/02/2019;9:01:16
16;3243;30.94;29.016;19.017;0.18;04/02/2019;9:01:17
16;3244;30.93;28.960;19.028;0.17;04/02/2019;9:01:18
16;3245;30.95;28.984;19.035;0.17;04/02/2019;9:01:19
16;3246;30.93;29.032;19.004;0.18;04/02/2019;9:01:20
16;3247;30.94;29.052;19.005;0.15;04/02/2019;9:01:21
16;3248;30.95;29.075;19.005;0.19;04/02/2019;9:01:22
16;3249;30.92;29.066;18.985;0.16;04/02/2019;9:01:23
16;3250;30.93;29.052;18.998;0.18;04/02/2019;9:01:24
16;3251;30.97;29.078;19.019;0.17;04/02/2019;9:01:25
16;3252;30.93;29.124;18.974;0.17;04/02/2019;9:01:26
16;3253;30.99;29.229;18.984;0.17;04/02/2019;9:01:27
16;3254;30.92;29.261;18.921;0.17;04/02/2019;9:01:28
16;3255;30.91;29.262;18.913;0.16;04/02/2019;9:01:29
16;3256;30.92;29.250;18.925;0.18;04/02/2019;9:01:30
16;3257;30.99;29.308;18.958;0.18;04/02/2019;9:01:31
16;3258;30.96;29.353;18.920;0.15;04/02/2019;9:01:32
16;3259;30.91;29.314;18.896;0.19;04/02/2019;9:01:33
16;3260;30.97;29.296;18.947;0.16;04/02/2019;9:01:34
16;3261;30.94;29.298;18.924;0.18;04/02/2019;9:01:35
16;3262;30.97;29.333;18.935;0.17;04/02/2019;9:01:36
16;3263;30.98;29.374;18.928;0.16;04/02/2019;9:01:37
16;3264;30.94;29.353;18.906;0.19;04/02/2019;9:01:38
16;3265;30.96;29.398;18.905;0.14;04/02/2019;9:01:39
16;3266;30.94;29.394;18.892;0.19;04/02/2019;9:01:40
16;3267;30.97;29.404;18.911;0.15;04/02/2019;9:01:41
16;3268;30.86;29.361;18.843;0.19;04/02/2019;9:01:42
16;3269;30.86;29.171;18.906;0.17;04/02/2019;9:01:43
16;3270;30.89;29.070;18.962;0.17;04/02/2019;9:01:44
16;3271;30.96;29.117;18.999;0.17;04/02/2019;9:01:45
16;3272;30.95;29.189;18.967;0.16;04/02/2019;9:01:46
16;3273;30.95;29.207;18.961;0.18;04/02/2019;9:01:47
16;3274;30.94;29.229;18.947;0.16;04/02/2019;9:01:48
16;3275;30.93;29.173;18.958;0.17;04/02/2019;9:01:49
16;3276;30.93;29.157;18.963;0.16;04/02/2019;9:01:50
16;3277;30.92;29.139;18.961;0.18;04/02/2019;9:01:51
16;3278;30.92;29.121;18.967;0.16;04/02/2019;9:01:52
16;3279;30.93;29.118;18.976;0.20;04/02/2019;9:01:53
16;3280;30.95;29.157;18.978;0.15;04/02/2019;9:01:54
16;3281;30.93;29.174;18.957;0.19;04/02/2019;9:01:55
16;3282;30.94;29.192;18.959;0.15;04/02/2019;9:01:56
16;3283;30.96;29.219;18.965;0.19;04/02/2019;9:01:57
16;3284;30.92;29.196;18.942;0.15;04/02/2019;9:01:58
