From file: 040219  
Ser;Meas;Sal.;Temp;Density;Depth;Date;Time;;
23;4655;31.38;28.923;19.377;0.15;04/02/2019;12:00:33
23;4656;31.37;28.915;19.372;0.16;04/02/2019;12:00:34
23;4657;31.39;28.907;19.390;0.15;04/02/2019;12:00:35
23;4658;31.40;28.906;19.398;0.16;04/02/2019;12:00:36
23;4659;31.39;28.912;19.388;0.19;04/02/2019;12:00:37
23;4660;31.39;28.910;19.389;0.15;04/02/2019;12:00:38
23;4661;31.40;28.908;19.397;0.17;04/02/2019;12:00:39
23;4662;31.40;28.906;19.398;0.20;04/02/2019;12:00:40
23;4663;31.40;28.907;19.398;0.19;04/02/2019;12:00:41
23;4664;31.39;28.906;19.390;0.16;04/02/2019;12:00:42
23;4665;31.38;28.909;19.382;0.16;04/02/2019;12:00:43
23;4666;31.38;28.909;19.382;0.17;04/02/2019;12:00:44
23;4667;31.38;28.909;19.382;0.16;04/02/2019;12:00:45
23;4668;31.39;28.913;19.388;0.16;04/02/2019;12:00:46
23;4669;31.39;28.909;19.389;0.18;04/02/2019;12:00:47
23;4670;31.39;28.908;19.390;0.18;04/02/2019;12:00:48
23;4671;31.39;28.909;19.389;0.19;04/02/2019;12:00:49
23;4672;31.39;28.915;19.387;0.15;04/02/2019;12:00:50
23;4673;31.40;28.906;19.398;0.15;04/02/2019;12:00:51
23;4674;31.40;28.907;19.398;0.18;04/02/2019;12:00:52
23;4675;31.39;28.911;19.389;0.18;04/02/2019;12:00:53
23;4676;31.39;28.910;19.389;0.20;04/02/2019;12:00:54
23;4677;31.40;28.909;19.397;0.23;04/02/2019;12:00:55
23;4678;31.39;28.908;19.390;0.24;04/02/2019;12:00:56
23;4679;31.39;28.906;19.391;0.23;04/02/2019;12:00:57
23;4680;31.40;28.904;19.399;0.23;04/02/2019;12:00:58
23;4681;31.40;28.896;19.401;0.25;04/02/2019;12:00:59
23;4682;31.39;28.899;19.393;0.29;04/02/2019;12:01:00
23;4683;31.41;28.894;19.410;0.43;04/02/2019;12:01:01
23;4684;31.39;28.895;19.395;0.46;04/02/2019;12:01:02
23;4685;31.40;28.893;19.404;0.50;04/02/2019;12:01:03
23;4686;31.41;28.890;19.412;0.56;04/02/2019;12:01:04
23;4687;31.40;28.894;19.404;0.60;04/02/2019;12:01:05
23;4688;31.41;28.887;19.414;0.68;04/02/2019;12:01:06
23;4689;31.40;28.894;19.404;0.76;04/02/2019;12:01:07
23;4690;31.41;28.888;19.414;0.84;04/02/2019;12:01:08
23;4691;31.41;28.892;19.413;0.92;04/02/2019;12:01:09
23;4692;31.41;28.892;19.414;1.02;04/02/2019;12:01:10
23;4693;31.40;28.893;19.406;1.04;04/02/2019;12:01:11
23;4694;31.40;28.892;19.407;1.13;04/02/2019;12:01:12
23;4695;31.41;28.894;19.414;1.20;04/02/2019;12:01:13
23;4696;31.41;28.890;19.415;1.26;04/02/2019;12:01:14
23;4697;31.41;28.889;19.416;1.32;04/02/2019;12:01:15
23;4698;31.42;28.886;19.425;1.37;04/02/2019;12:01:16
23;4699;31.42;28.884;19.426;1.47;04/02/2019;12:01:17
23;4700;31.42;28.887;19.425;1.52;04/02/2019;12:01:18
23;4701;31.41;28.888;19.417;1.60;04/02/2019;12:01:19
23;4702;31.41;28.890;19.417;1.67;04/02/2019;12:01:20
23;4703;31.41;28.892;19.417;1.75;04/02/2019;12:01:21
23;4704;31.41;28.889;19.418;1.80;04/02/2019;12:01:22
23;4705;31.41;28.890;19.418;1.87;04/02/2019;12:01:23
23;4706;31.41;28.890;19.418;1.93;04/02/2019;12:01:24
23;4707;31.41;28.887;19.419;2.00;04/02/2019;12:01:25
23;4708;31.41;28.887;19.420;2.12;04/02/2019;12:01:26
23;4709;31.43;28.885;19.436;2.18;04/02/2019;12:01:27
23;4710;31.42;28.888;19.428;2.23;04/02/2019;12:01:28
23;4711;31.41;28.886;19.421;2.30;04/02/2019;12:01:29
23;4712;31.41;28.882;19.423;2.36;04/02/2019;12:01:30
23;4713;31.42;28.879;19.431;2.42;04/02/2019;12:01:31
23;4714;31.41;28.880;19.424;2.48;04/02/2019;12:01:32
23;4715;31.41;28.879;19.424;2.52;04/02/2019;12:01:33
23;4716;31.42;28.879;19.432;2.55;04/02/2019;12:01:34
23;4717;31.42;28.880;19.432;2.62;04/02/2019;12:01:35
23;4718;31.42;28.879;19.432;2.67;04/02/2019;12:01:36
23;4719;31.42;28.883;19.431;2.72;04/02/2019;12:01:37
23;4720;31.42;28.879;19.433;2.85;04/02/2019;12:01:38
23;4721;31.42;28.879;19.434;3.03;04/02/2019;12:01:39
23;4722;31.42;28.880;19.434;3.12;04/02/2019;12:01:40
23;4723;31.43;28.879;19.443;3.33;04/02/2019;12:01:41
23;4724;31.42;28.880;19.435;3.38;04/02/2019;12:01:42
23;4725;31.42;28.876;19.437;3.48;04/02/2019;12:01:43
23;4726;31.42;28.876;19.438;3.63;04/02/2019;12:01:44
23;4727;31.43;28.876;19.446;3.75;04/02/2019;12:01:45
23;4728;31.42;28.874;19.439;3.90;04/02/2019;12:01:46
23;4729;31.43;28.876;19.446;3.94;04/02/2019;12:01:47
23;4730;31.42;28.877;19.439;4.05;04/02/2019;12:01:48
23;4731;31.41;28.878;19.432;4.25;04/02/2019;12:01:49
23;4732;31.43;28.879;19.447;4.26;04/02/2019;12:01:50
23;4733;31.42;28.877;19.441;4.41;04/02/2019;12:01:51
23;4734;31.42;28.878;19.441;4.61;04/02/2019;12:01:52
23;4735;31.41;28.879;19.433;4.63;04/02/2019;12:01:53
23;4736;31.42;28.880;19.441;4.65;04/02/2019;12:01:54
23;4737;31.42;28.879;19.441;4.71;04/02/2019;12:01:55
23;4738;31.43;28.877;19.450;4.76;04/02/2019;12:01:56
23;4739;31.42;28.878;19.442;4.80;04/02/2019;12:01:57
23;4740;31.42;28.878;19.442;4.85;04/02/2019;12:01:58
23;4741;31.42;28.880;19.442;4.87;04/02/2019;12:01:59
23;4742;31.42;28.879;19.442;4.91;04/02/2019;12:02:00
23;4743;31.42;28.880;19.441;4.85;04/02/2019;12:02:01
23;4744;31.42;28.880;19.441;4.78;04/02/2019;12:02:02
23;4745;31.42;28.879;19.441;4.70;04/02/2019;12:02:03
23;4746;31.42;28.879;19.441;4.68;04/02/2019;12:02:04
23;4747;31.42;28.878;19.441;4.67;04/02/2019;12:02:05
23;4748;31.42;28.880;19.441;4.65;04/02/2019;12:02:06
23;4749;31.43;28.879;19.448;4.64;04/02/2019;12:02:07
23;4750;31.44;28.881;19.455;4.60;04/02/2019;12:02:08
23;4751;31.44;28.881;19.454;4.39;04/02/2019;12:02:09
23;4752;31.43;28.882;19.446;4.27;04/02/2019;12:02:10
23;4753;31.43;28.881;19.446;4.16;04/02/2019;12:02:11
23;4754;31.43;28.881;19.445;4.04;04/02/2019;12:02:12
